"gene","brainregion","count"
"ATP8A2 wt Allele","Internal arcuate tract","50"
"EREG wt Allele","BRAIN, HIPPOCAMPUS","49"
"GPHN Gene","BRAIN, HIPPOCAMPUS","49"
"Wild Type","Hypothalamic structure","49"
"PLOD1 gene","Preoptic Areas","49"
"CAT Gene","Thalamic structure","49"
"LITAF gene","Visual Cortex","49"
"GRIN2A wt Allele","Genus Hippocampus","49"
"Chloramphenicol Acetyl Transferase Gene","Entire lateral geniculate body","49"
"CAT Gene","Entire lateral geniculate body","49"
"Chloramphenicol O-Acetyltransferase","Entire lateral geniculate body","49"
"MAPT wt Allele","Cerebellum","48"
"VIP Gene","Cerebral cortex","48"
"SOD1 wt Allele","Cerebral cortex","48"
"Tumor Necrosis Factor-alpha","Corpus striatum structure","48"
"SCG2 Gene","Corpus striatum structure","48"
"Exons","BRAIN, HIPPOCAMPUS","48"
"TLR4 wt Allele","BRAIN, HIPPOCAMPUS","48"
"Chloramphenicol O-Acetyltransferase","Thalamic structure","48"
"CIC Gene","Structure of commissure of inferior colliculus","48"
"CIC Gene","Central nucleus of inferior colliculus","48"
"CD69 wt Allele","Pyramidal Cells","48"
"PTH Gene","Posterior Nucleus of Thalamus","48"
"PTH wt Allele","Posterior Nucleus of Thalamus","48"
"AKR1A1 wt Allele","Cerebral cortex","47"
"EPHB1 Gene","Cerebral cortex","47"
"Chloramphenicol O-Acetyltransferase","BRAIN, HIPPOCAMPUS","47"
"APOE gene","BRAIN, HIPPOCAMPUS","47"
"AR wt Allele","BRAIN, HIPPOCAMPUS","47"
"NOS2 Gene","BRAIN, HIPPOCAMPUS","47"
"PTEN gene","BRAIN, HIPPOCAMPUS","47"
"MAPK14 Gene","BRAIN, HIPPOCAMPUS","47"
"LEP Gene","Hypothalamic Area, Lateral","47"
"ESR1 Gene","Hypothalamic structure","47"
"TH gene","Structure of olfactory bulb","47"
"TH gene","Linear nucleus","47"
"MAPT wt Allele","Pyramidal Cells","47"
"c-fos Genes","Structure of terminal stria nuclei of preoptic region","47"
"GRIN2B wt Allele","CA1 field","47"
"ATP8A2 wt Allele","Genus Hippocampus","47"
"NES Gene","Genus Hippocampus","47"
"c-fos Genes","Entire medulla oblongata","47"
"LITAF gene","Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe","47"
"CHAT Gene","Basal Nucleus of Meynert","46"
"Chloramphenicol Acetyl Transferase Gene","BRAIN, HIPPOCAMPUS","46"
"ELANE wt Allele","BRAIN, HIPPOCAMPUS","46"
"NOS2 wt Allele","BRAIN, HIPPOCAMPUS","46"
"MAPK14 wt Allele","BRAIN, HIPPOCAMPUS","46"
"PRL Gene","Hypothalamic Area, Lateral","46"
"POMC wt Allele","Hypothalamic structure","46"
"GRM1 wt Allele","Purkinje Cells","46"
"Chloramphenicol Acetyl Transferase Gene","Thalamic structure","46"
"GFAP gene","Neostriatum","46"
"MAPT wt Allele","Neocortex","46"
"IAPP Gene","Structure of area postrema","46"
"IAPP wt Allele","Structure of area postrema","46"
"EPHB2 Gene","Genus Hippocampus","46"
"MAPK1 wt Allele","Genus Hippocampus","46"
"Chloramphenicol Acetyl Transferase Gene","Primary Auditory Cortex","46"
"CAT Gene","Primary Auditory Cortex","46"
"Chloramphenicol O-Acetyltransferase","Primary Auditory Cortex","46"
"NPY Gene","Cerebral cortex","45"
"GFAP gene","Corpus striatum structure","45"
"FMR1 gene","Gyrus Cinguli","45"
"ELANE Gene","BRAIN, HIPPOCAMPUS","45"
"C3 Gene","BRAIN, HIPPOCAMPUS","45"
"CLU Gene","BRAIN, HIPPOCAMPUS","45"
"c-fos Genes","Structure of supraoptic nucleus","45"
"SCG2 Gene","Neostriatum","45"
"Tumor Necrosis Factor-alpha","Neostriatum","45"
"CAT Gene","Genus Hippocampus","45"
"LEP Gene","Genus Hippocampus","45"
"Genes","Structure of thalamic reticular nucleus","45"
"Genes","Rostrotemporal auditory area","45"
"c-fos Genes","Cerebellum","44"
"GFAP gene","Cerebellum","44"
"SYP Gene","Cerebral cortex","44"
"CALCA Gene","Cerebral cortex","44"
"CNR1 gene","Cerebral cortex","44"
"DRD2 Gene","Corpus striatum structure","44"
"RASA1 Gene","BRAIN, HIPPOCAMPUS","44"
"PSME3 wt Allele","BRAIN, HIPPOCAMPUS","44"
"IKBKG wt Allele","BRAIN, HIPPOCAMPUS","44"
"HRAS gene","BRAIN, HIPPOCAMPUS","44"
"CDKN1A Gene","BRAIN, HIPPOCAMPUS","44"
"CDKN1A wt Allele","BRAIN, HIPPOCAMPUS","44"
"GRM5 Gene","BRAIN, HIPPOCAMPUS","44"
"Alleles","BRAIN, HIPPOCAMPUS","44"
"FMOD wt Allele","Inferior Colliculus","44"
"KISS1 Gene","Median eminence of hypothalamus","44"
"POMC Gene","Pituitary Gland","44"
"GNRH1 Gene","Prosencephalon","44"
"Estrogen Receptors","Structure of medial preoptic nucleus","44"
"Long Interspersed Element","Pyramidal Cells","44"
"PITX2 wt Allele","CA1 field","44"
"Tumor Necrosis Factor-alpha","CA1 field","44"
"SOD1 wt Allele","Genus Hippocampus","44"
"SH2D3C Gene","Basal Forebrain","44"
"SH2D3C wt Allele","Basal Forebrain","44"
"FBN1 wt Allele","Cerebral cortex","43"
"PSEN1 gene","Cerebral cortex","43"
"SH2D3C Gene","BRAIN, HIPPOCAMPUS","43"
"SH2D3C wt Allele","BRAIN, HIPPOCAMPUS","43"
"NR4A3 Gene","BRAIN, HIPPOCAMPUS","43"
"NR4A3 wt Allele","BRAIN, HIPPOCAMPUS","43"
"AKR1A1 wt Allele","BRAIN, HIPPOCAMPUS","43"
"PRRT2 wt Allele","BRAIN, HIPPOCAMPUS","43"
"AIMP2 Gene","BRAIN, HIPPOCAMPUS","43"
"AIMP2 wt Allele","BRAIN, HIPPOCAMPUS","43"
"POMC wt Allele","Pituitary Gland","43"
"Estrogen Receptors","Preoptic Areas","43"
"SLC6A3 Gene","Substantia nigra structure","43"
"SLC6A3 wt Allele","Thalamic structure","43"
"Genes, Immediate-Early","Neostriatum","43"
"SET Gene","Prefrontal Cortex","43"
"BDNF Gene","Prefrontal Cortex","43"
"Genes","Ventral Tegmental Area","43"
"Wild Type","Anterodorsal nucleus of thalamus","43"
"TNF Gene","CA1 field","43"
"MTR wt Allele","Genus Hippocampus","43"
"MTR Gene","Genus Hippocampus","43"
"Promoter","Genus Hippocampus","43"
"SET Gene","Cerebellum","42"
"VIP wt Allele","Cerebral cortex","42"
"RPL5 wt Allele","Cerebral cortex","42"
"TNF Gene","Corpus striatum structure","42"
"Transgenes","BRAIN, HIPPOCAMPUS","42"
"NTF3 Gene","BRAIN, HIPPOCAMPUS","42"
"ABCB6 wt Allele","BRAIN, HIPPOCAMPUS","42"
"PRNP wt Allele","BRAIN, HIPPOCAMPUS","42"
"CDK5R1 wt Allele","BRAIN, HIPPOCAMPUS","42"
"AKT1S1 wt Allele","Hypothalamic structure","42"
"AKT1S1 wt Allele","Pituitary Gland, Posterior","42"
"GRM1 Gene","Purkinje Cells","42"
"c-fos Genes","Structure of suprachiasmatic nucleus","42"
"CALCA Gene","Thalamic structure","42"
"Long Interspersed Element","Prosencephalon","42"
"Chloramphenicol Acetyl Transferase Gene","lateral geniculate nucleus","42"
"CAT Gene","lateral geniculate nucleus","42"
"Chloramphenicol O-Acetyltransferase","lateral geniculate nucleus","42"
"APP gene","CA1 field","42"
"Genome","Genus Hippocampus","42"
"SQSTM1 wt Allele","Genus Hippocampus","42"
"Genes","Structure of nucleus infundibularis hypothalami","41"
"Estrogen Receptors","Cerebral cortex","41"
"RHOA Gene","Cerebral cortex","41"
"CD69 wt Allele","Corpus striatum structure","41"
"EPHB1 Gene","BRAIN, HIPPOCAMPUS","41"
"ERBB4 Gene","BRAIN, HIPPOCAMPUS","41"
"POMT1 gene","BRAIN, HIPPOCAMPUS","41"
"Long Interspersed Element","Midbrain structure","41"
"Wild Type","Nucleus Accumbens","41"
"VIP Gene","Structure of suprachiasmatic nucleus","41"
"DRD2 Gene","Neostriatum","41"
"OXT Gene","Structure of paraventricular nucleus of thalamus","41"
"CALCA Gene","Linear nucleus","41"
"Genes","Central insular sulcus","41"
"CRH Gene","Structure of terminal stria nuclei of preoptic region","41"
"PSIP1 Gene","Basal Forebrain","41"
"TNFRSF1B wt Allele","Basal Forebrain","41"
"CUX1 wt Allele","Basal Forebrain","41"
"FASTK Gene","Brain Stem","40"
"Homozygote","Cerebellum","40"
"MPZ gene","Cerebral cortex","40"
"RANGAP1 wt Allele","Cerebral cortex","40"
"Homozygote","Cerebral cortex","40"
"PCYT1A wt Allele","Cerebral cortex","40"
"Genome","Cerebral cortex","40"
"PNP Gene","Corpus striatum structure","40"
"Genes, Immediate-Early","Corpus striatum structure","40"
"MAPT wt Allele","Lobe, Frontal","40"
"Homozygote","BRAIN, HIPPOCAMPUS","40"
"CDK5R1 Gene","BRAIN, HIPPOCAMPUS","40"
"NPY wt Allele","Hypothalamic structure","40"
"Genes","Telencephalon","40"
"CALCA wt Allele","Thalamic structure","40"
"Wild Type","Prosencephalon","40"
"Wild Type","Structure of dentate gyrus","40"
"PNP Gene","Neostriatum","40"
"NGF Gene","Neostriatum","40"
"Long Interspersed Element","Neostriatum","40"
"CD69 wt Allele","Neostriatum","40"
"TNF Gene","Neostriatum","40"
"RRM1 Gene","Interpeduncular nucleus","40"
"RRM2 Gene","Interpeduncular nucleus","40"
"CD82 wt Allele","Interpeduncular nucleus","40"
"S100A12 Gene","Linear nucleus","40"
"S100A12 wt Allele","Linear nucleus","40"
"CALCA wt Allele","Linear nucleus","40"
"SIRT1 Gene","Genus Hippocampus","40"
"RELN Gene","Genus Hippocampus","40"
"BACE1 Gene","Genus Hippocampus","40"
"CNR1 gene","Genus Hippocampus","40"
"AGT Gene","Entire medulla oblongata","40"
"AR wt Allele","Cerebral cortex","39"
"CDKN2A wt Allele","Cerebral cortex","39"
"PRF1 wt Allele","Cerebral cortex","39"
"CALCA wt Allele","Cerebral cortex","39"
"PPFIBP1 wt Allele","Cerebral cortex","39"
"PNP wt Allele","Corpus striatum structure","39"
"NTRK2 Gene","Lobe, Frontal","39"
"NPY Gene","BRAIN, HIPPOCAMPUS","39"
"YY1 wt Allele","BRAIN, HIPPOCAMPUS","39"
"S100A9 wt Allele","BRAIN, HIPPOCAMPUS","39"
"SDHB wt Allele","BRAIN, HIPPOCAMPUS","39"
"KISS1 Gene","Pituitary Gland","39"
"TNF Gene","Substantia nigra structure","39"
"Tumor Necrosis Factor-alpha","Substantia nigra structure","39"
"Genes","Structure of suprachiasmatic nucleus","39"
"GNRH1 wt Allele","Prosencephalon","39"
"PNP wt Allele","Neostriatum","39"
"Wild Type","Cerebral hemisphere structure (body structure)","39"
"GHRL Gene","Genus Hippocampus","39"
"ENG wt Allele","Cerebellum","38"
"Wild Type","Corpus Callosum","38"
"Genes","Lobe, Frontal","38"
"OXT Gene","BRAIN, HIPPOCAMPUS","38"
"LEPR wt Allele","BRAIN, HIPPOCAMPUS","38"
"CRH Gene","BRAIN, HIPPOCAMPUS","38"
"H19 Gene","BRAIN, HIPPOCAMPUS","38"
"CYP19A1 Gene","BRAIN, HIPPOCAMPUS","38"
"BECN1 Gene","BRAIN, HIPPOCAMPUS","38"
"CD36 Gene","Hypothalamic structure","38"
"AKT1S1 wt Allele","Purkinje Cells","38"
"CD69 wt Allele","Substantia nigra structure","38"
"CHAT Gene","Prosencephalon","38"
"c-fos Genes","Structure of medial preoptic nucleus","38"
"SLC6A3 Gene","Ventral Tegmental Area","38"
"GHRL Gene","Ventral Tegmental Area","38"
"ENG wt Allele","Pyramidal Cells","38"
"GRIN2B wt Allele","Pyramidal Cells","38"
"TH gene","Genus Hippocampus","38"
"DLG4 Gene","Genus Hippocampus","38"
"NLRP3 Gene","Genus Hippocampus","38"
"Chloramphenicol Acetyl Transferase Gene","Entire medulla oblongata","38"
"CAT Gene","Entire medulla oblongata","38"
"Chloramphenicol O-Acetyltransferase","Entire medulla oblongata","38"
"CHAT Gene","Brain Stem","37"
"estrogen receptor alpha, human","Cerebral cortex","37"
"MAPK1 wt Allele","Cerebral cortex","37"
"EPHB2 Gene","Cerebral cortex","37"
"NGF Gene","Corpus striatum structure","37"
"Long Interspersed Element","Corpus striatum structure","37"
"MSN Gene","Corpus striatum structure","37"
"RASA1 wt Allele","BRAIN, HIPPOCAMPUS","37"
"DKK1 wt Allele","BRAIN, HIPPOCAMPUS","37"
"ELK3 Gene","BRAIN, HIPPOCAMPUS","37"
"ELK3 wt Allele","BRAIN, HIPPOCAMPUS","37"
"HMGB1 Gene","BRAIN, HIPPOCAMPUS","37"
"MAP1LC3A Gene","BRAIN, HIPPOCAMPUS","37"
"MAP1LC3A wt Allele","BRAIN, HIPPOCAMPUS","37"
"PRL Gene","Hypothalamic structure","37"
"GHRH Gene","Hypothalamic structure","37"
"FAT1 gene","Hypothalamic structure","37"
"c-fos Genes","Preoptic Areas","37"
"GFAP gene","Thalamic structure","37"
"GPHN Gene","Structure of rubrospinal tract","37"
"CD55 wt Allele","Structure of paraventricular nucleus of thalamus","37"
"AVP wt Allele","Nucleus of optic tract","37"
"CLIC4 wt Allele","Structure of Forel's H2 bundle","37"
"SQSTM1 Gene","Genus Hippocampus","37"
"KHDRBS1 wt Allele","Genus Hippocampus","37"
"HCRT Gene","Structure of nucleus infundibularis hypothalami","36"
"BDNF Gene","Basal Nucleus of Meynert","36"
"NR3C2 Gene","Cerebral cortex","36"
"PROC wt Allele","Cerebral cortex","36"
"PSEN1 wt Allele","Cerebral cortex","36"
"DRD2 wt Allele","Corpus striatum structure","36"
"PTGS2 Gene","BRAIN, HIPPOCAMPUS","36"
"Aromatase","BRAIN, HIPPOCAMPUS","36"
"CD36 wt Allele","Hypothalamic structure","36"
"FAT wt Allele","Hypothalamic structure","36"
"MSN Gene","Nucleus Accumbens","36"
"c-fos Genes","Structure of paraventricular nucleus","36"
"Long Interspersed Element","Purkinje Cells","36"
"MSN Gene","Neostriatum","36"
"MAPT wt Allele","Structure of entorhinal cortex","36"
"HCRT Gene","Dorsal Nucleus Raphe","36"
"ANG Gene","Nucleus solitarius","36"
"PDZK1 Gene","CA1 field","36"
"PDZK1 wt Allele","CA1 field","36"
"KRIT1 wt Allele","CA2 field","36"
"CALM1 wt Allele","CA2 field","36"
"MRC1 Gene","Genus Hippocampus","36"
"NR3C2 Gene","Genus Hippocampus","36"
"NDOR1 Gene","Genus Hippocampus","36"
"NDOR1 wt Allele","Genus Hippocampus","36"
"NGFR Gene","Basal Forebrain","36"
"CRH Gene","Amygdaloid structure","35"
"HOXA10 wt Allele","Amygdaloid structure","35"
"ESR1 Gene","Cerebral cortex","35"
"AKT1S1 wt Allele","Cerebral cortex","35"
"GRIN2A wt Allele","Cerebral cortex","35"
"TP53 gene","Cerebral cortex","35"
"TP53 wt Allele","Cerebral cortex","35"
"CD55 wt Allele","BRAIN, HIPPOCAMPUS","35"
"SLC1A2 Gene","BRAIN, HIPPOCAMPUS","35"
"LEPR Gene","Hypothalamic structure","35"
"Wild Type","Structure of locus ceruleus","35"
"FASTK Gene","Purkinje Cells","35"
"Genes","Hindbrain","35"
"GFAP gene","Substantia nigra structure","35"
"Promoter","Prosencephalon","35"
"ATP8A2 wt Allele","Structure of rubrospinal tract","35"
"F5 gene","Premotor cortex","35"
"MAPT wt Allele","Central insular sulcus","35"
"Chloramphenicol O-Acetyltransferase","Genus Hippocampus","35"
"Genes, Immediate-Early","Genus Hippocampus","35"
"NR3C1 Gene","Genus Hippocampus","35"
"Estrogen Receptors","Genus Hippocampus","35"
"NOS2 Gene","Genus Hippocampus","35"
"PRL Gene","Structure of nucleus infundibularis hypothalami","34"
"PLOD1 gene","Structure of nucleus infundibularis hypothalami","34"
"FASTK Gene","Cerebellum","34"
"FOXD3 wt Allele","BRAIN, HIPPOCAMPUS","34"
"CD69 wt Allele","Hypothalamic structure","34"
"CRH Gene","Median eminence of hypothalamus","34"
"TH gene","Median eminence of hypothalamus","34"
"ANG Gene","Medulla Oblongata","34"
"MPZ gene","Midbrain structure","34"
"PCYT1A wt Allele","Thalamic structure","34"
"NPY Gene","Neostriatum","34"
"SET Gene","Pyramidal Cells","34"
"BDNF Gene","CA1 field","34"
"c-fos Genes","CA3 field","34"
"Chloramphenicol Acetyl Transferase Gene","Genus Hippocampus","34"
"JUN Gene","Genus Hippocampus","34"
"Genotype","Genus Hippocampus","34"
"NOS2 wt Allele","Genus Hippocampus","34"
"MAPT wt Allele","Planum polare (PP)","34"
"Wild Type","Amygdaloid structure","33"
"SST Gene","Structure of nucleus infundibularis hypothalami","33"
"Wild Type","Brain Stem","33"
"Promoter","Cerebellum","33"
"Retinoic Acid Response Element","Cerebral cortex","33"
"GRM1 Gene","BRAIN, HIPPOCAMPUS","33"
"MPZ gene","BRAIN, HIPPOCAMPUS","33"
"SILV wt Allele","BRAIN, HIPPOCAMPUS","33"
"VEGFA Gene","BRAIN, HIPPOCAMPUS","33"
"VEGFA wt Allele","BRAIN, HIPPOCAMPUS","33"
"RHOA Gene","BRAIN, HIPPOCAMPUS","33"
"MC4R gene","Hypothalamic structure","33"
"SLC6A3 Gene","Midbrain structure","33"
"Genes","Nucleus Accumbens","33"
"Promoter","Purkinje Cells","33"
"SULT1A1 Gene","Structure of spinothalamic tract of pons","33"
"TRIP10 wt Allele","Structure of spinothalamic tract of pons","33"
"SULT1A1 wt Allele","Structure of spinothalamic tract of pons","33"
"DRD2 wt Allele","Neostriatum","33"
"CD69 wt Allele","Prefrontal Cortex","33"
"GNRH1 Gene","Structure of medial preoptic nucleus","33"
"Exons","Genus Hippocampus","33"
"CD69 wt Allele","Amygdaloid structure","32"
"SH3PXD2A wt Allele","Cerebellum","32"
"Epidermal Growth Factor","Cerebral cortex","32"
"PROC Gene","Cerebral cortex","32"
"MRC1 Gene","Cerebral cortex","32"
"GRM5 wt Allele","Cerebral cortex","32"
"SATB2 Gene","Cerebral cortex","32"
"ENG wt Allele","Corpus striatum structure","32"
"NR3C1 wt Allele","BRAIN, HIPPOCAMPUS","32"
"ATG5 Gene","BRAIN, HIPPOCAMPUS","32"
"HSPA5 Gene","BRAIN, HIPPOCAMPUS","32"
"NEUROD1 Gene","BRAIN, HIPPOCAMPUS","32"
"Long Interspersed Element","Hypothalamic structure","32"
"CD69 wt Allele","Medulla Oblongata","32"
"VIP wt Allele","Structure of suprachiasmatic nucleus","32"
"Wild Type","Structure of nucleus prepositus","32"
"MAPT wt Allele","Structure of nucleus prepositus","32"
"CHAT Gene","Medial Septal Nucleus","32"
"CR2 wt Allele","Structure of paraventricular nucleus of thalamus","32"
"CNR1 gene","Ventral Tegmental Area","32"
"LEP Gene","Ventral Tegmental Area","32"
"LITAF gene","Pyramidal Cells","32"
"IRF6 wt Allele","Genus Hippocampus","32"
"FMOD wt Allele","Auditory area","31"
"YY1 wt Allele","Cerebellum","31"
"Transgenes","Cerebellum","31"
"MTR Gene","Cerebral cortex","31"
"KRT17 wt Allele","Cerebral cortex","31"
"PODXL wt Allele","Cerebral cortex","31"
"PODXL Gene","Cerebral cortex","31"
"PIK3CA wt Allele","Cerebral cortex","31"
"GRN Gene","Cerebral cortex","31"
"TARDBP wt Allele","Cerebral cortex","31"
"Alleles","Cerebral cortex","31"
"MECP2 gene","Cerebral cortex","31"
"Enhancer of transcription","Cerebral cortex","31"
"CR2 wt Allele","BRAIN, HIPPOCAMPUS","31"
"NOS1 wt Allele","BRAIN, HIPPOCAMPUS","31"
"FAM49B wt Allele","BRAIN, HIPPOCAMPUS","31"
"CRH wt Allele","Hypothalamic structure","31"
"NR5A1 Gene","Hypothalamic structure","31"
"Genes","Structure of olfactory bulb","31"
"MAPT wt Allele","Substantia nigra structure","31"
"Long Interspersed Element","Thalamic structure","31"
"MAPT wt Allele","Prosencephalon","31"
"ENG wt Allele","Neostriatum","31"
"estrogen receptor alpha, human","Structure of medial preoptic nucleus","31"
"CASP1 Gene","Structure of inferior central nucleus of pons","31"
"APC wt Allele","Gigantocellular nucleus","31"
"CHAT Gene","Nucleus Basalis Magnocellularis","31"
"Long Interspersed Element","CA1 field","31"
"C3 Gene","Genus Hippocampus","31"
"GRIN2A Gene","Genus Hippocampus","31"
"PRL Gene","Lactotrophs","31"
"POMC wt Allele","Structure of nucleus infundibularis hypothalami","30"
"GRM1 Gene","Cerebellum","30"
"MECP2 wt Allele","Cerebral cortex","30"
"LMNA wt Allele","Cerebral cortex","30"
"GC Gene","BRAIN, HIPPOCAMPUS","30"
"FBN1 wt Allele","BRAIN, HIPPOCAMPUS","30"
"HSPA5 wt Allele","BRAIN, HIPPOCAMPUS","30"
"PROC wt Allele","BRAIN, HIPPOCAMPUS","30"
"CX3CL1 Gene","BRAIN, HIPPOCAMPUS","30"
"STAT3 Gene","Hypothalamic structure","30"
"GH1 Gene","Pituitary Gland","30"
"GGH wt Allele","Pituitary Gland","30"
"TH gene","Pituitary Gland","30"
"Heterozygote","Purkinje Cells","30"
"DMD gene","Purkinje Cells","30"
"CD55 wt Allele","Thalamic structure","30"
"TPO wt Allele","Bundle, Predorsal","30"
"FGFR1 wt Allele","Cerebral hemisphere structure (body structure)","30"
"Chloramphenicol Acetyl Transferase Gene","Central gray substance of midbrain","30"
"CAT Gene","Central gray substance of midbrain","30"
"Chloramphenicol O-Acetyltransferase","Central gray substance of midbrain","30"
"BRD4 wt Allele","Inferior olivary nucleus","30"
"BRD4 Gene","Inferior olivary nucleus","30"
"YY1 wt Allele","CA2 field","30"
"SST Gene","CA3 field","30"
"TARDBP wt Allele","Genus Hippocampus","30"
"MECP2 gene","Genus Hippocampus","30"
"TLR4 wt Allele","Genus Hippocampus","30"
"OXT Gene","Amygdaloid structure","29"
"Chloramphenicol Acetyl Transferase Gene","Auditory area","29"
"CAT Gene","Auditory area","29"
"Chloramphenicol O-Acetyltransferase","Auditory area","29"
"HCRT Gene","Brain Stem","29"
"GRM1 wt Allele","Cerebellum","29"
"SQSTM1 wt Allele","Cerebral cortex","29"
"Transgenes","Cerebral cortex","29"
"MSN Gene","Cerebral cortex","29"
"GRIN2B Gene","Cerebral cortex","29"
"GRM5 Gene","Cerebral cortex","29"
"S100A9 wt Allele","Cerebral cortex","29"
"APP wt Allele","BRAIN, HIPPOCAMPUS","29"
"HPSE wt Allele","BRAIN, HIPPOCAMPUS","29"
"ATG5 wt Allele","BRAIN, HIPPOCAMPUS","29"
"FGF2 Gene","BRAIN, HIPPOCAMPUS","29"
"GC wt Allele","BRAIN, HIPPOCAMPUS","29"
"CCL2 Gene","BRAIN, HIPPOCAMPUS","29"
"SLC6A4 gene","BRAIN, HIPPOCAMPUS","29"
"IL12A wt Allele","BRAIN, HIPPOCAMPUS","29"
"STAT3 Gene","BRAIN, HIPPOCAMPUS","29"
"CLU wt Allele","BRAIN, HIPPOCAMPUS","29"
"AVP Gene","Pituitary Gland","29"
"SH3PXD2A wt Allele","Pituitary Gland","29"
"PPFIBP1 wt Allele","Area striata structure","29"
"ATP8A2 wt Allele","Substantia nigra structure","29"
"AVP wt Allele","Structure of suprachiasmatic nucleus","29"
"AVP Gene","Structure of supraoptic nucleus","29"
"SCG2 Gene","Thalamic structure","29"
"c-fos Genes","Set of basolateral nuclei of amygdala","29"
"Wild Type","Structure of paraventricular nucleus of thalamus","29"
"EHMT1 Gene","Nucleus solitarius","29"
"LRRK2 gene","Bundle, Predorsal","29"
