"gene","disease","count"
"DMRT1 Gene","Chromosome 3-Linked Frontotemporal Dementia","45"
"FUS Gene","Pathology processes","45"
"PNP Gene","Injury due to exposure to external cause","45"
"SLC6A3 Gene","Cocaine","45"
"NLRP3 Gene","Inflammation","45"
"LRRK2 gene","Pathogenesis","45"
"Retinoic Acid Response Element","Neoplasms","45"
"Long Interspersed Element","Injury due to exposure to external cause","45"
"PNP wt Allele","Injury due to exposure to external cause","45"
"GHRL Gene","Metabolic","45"
"Wild Type","Cerebrovascular accident","45"
"PRNP wt Allele","Creutzfeldt-Jakob disease","45"
"SH3PXD2A wt Allele","Retinal Diseases","45"
"DMRT1 wt Allele","Chromosome 3-Linked Frontotemporal Dementia","45"
"CD69 wt Allele","Malnutrition","45"
"Chloramphenicol O-Acetyltransferase","Retinal Diseases","44"
"Genes","Ataxia","44"
"Genes","Neoplasms - malignant","44"
"ROS1 Gene","Glucocorticoid-remediable aldosteronism","44"
"INS gene","Impaired health","44"
"Chloramphenicol Acetyl Transferase Gene","Retinal Diseases","44"
"CAT Gene","Hypersensitivity","44"
"CAT Gene","Retinal Diseases","44"
"ENG wt Allele","Death (finding)","44"
"SOD1 wt Allele","Pathogenesis","44"
"ATP8A2 wt Allele","Oxidative Stress","44"
"ROS1 wt Allele","Glucocorticoid-remediable aldosteronism","44"
"PRNP wt Allele","Alzheimer's Disease","44"
"IRF6 wt Allele","Injury due to exposure to external cause","44"
"MAPT wt Allele","Pick Disease of the Brain","44"
"MAPT wt Allele","GRN-related frontotemporal dementia","44"
"TARDBP wt Allele","Pathogenesis","44"
"CD69 wt Allele","Multiple Sclerosis","44"
"AKR1C1 wt Allele","Amyotrophic Lateral Sclerosis","44"
"Chloramphenicol O-Acetyltransferase","Physical shape","43"
"Genes","Microcephaly","43"
"SET Gene","Hypersensitivity","43"
"CAT Gene","Physical shape","43"
"HTT gene","Disease Progression","43"
"LRRK2 gene","Nerve Degeneration","43"
"Long Interspersed Element","Schizophrenia","43"
"ENG wt Allele","Cessation of life","43"
"Wild Type","Newborn (finding)","43"
"MAPT wt Allele","Parkinson Disease","43"
"PSEN1 wt Allele","Malnutrition","43"
"Chloramphenicol O-Acetyltransferase","Hypersensitivity","42"
"Genes","Hereditary Diseases","42"
"Genes","Genetic Carriers","42"
"Genes","Toxic effect","42"
"Genes","Feline urological syndrome","42"
"c-fos Genes","Ethanol","42"
"KISS1 Gene","Coitus","42"
"INS gene","Glucose measurement, blood","42"
"Chloramphenicol Acetyl Transferase Gene","Hypersensitivity","42"
"Chloramphenicol Acetyl Transferase Gene","Physical shape","42"
"NRG1 Gene","Schizophrenia","42"
"HCRT Gene","Anxiety","42"
"SOD1 gene","Onset of illness","42"
"UBE3A gene","Neurodevelopmental disorder","42"
"Tumor Necrosis Factor-alpha","Hypoxia","42"
"Retinoic Acid Response Element","Syndrome","42"
"SOD1 wt Allele","Spinal Cord Diseases","42"
"APP wt Allele","Neurofibrillary degeneration (morphologic abnormality)","42"
"WAS wt Allele","Marijuana Abuse","42"
"GRB2 wt Allele","Asymmetric Septal Hypertrophy","42"
"GHRL Gene","Hypersensitivity","42"
"Wild Type","Methamphetamine","42"
"Wild Type","Lesion","42"
"Wild Type","Impaired cognition","42"
"MBL2 wt Allele","PLP1 gene","42"
"MAPT wt Allele","Muscle strain","42"
"TARDBP wt Allele","TDP-43 Proteinopathies","42"
"GRIN2B wt Allele","Hypersensitivity","42"
"AKT1S1 wt Allele","Renal glomerular disease","42"
"CD69 wt Allele","Pathology processes","42"
"CD69 wt Allele","Disease Progression","42"
"Genes","Neoplasms","41"
"Genes","Carcinoma in Situ","41"
"Genes","neuropathology disease","41"
"Genes","Pain","41"
"Genotype","Alzheimer's Disease","41"
"TNF Gene","Cessation of life","41"
"TNF Gene","Death (finding)","41"
"BDNF Gene","Anoxia","41"
"KISS1 Gene","Injury due to exposure to external cause","41"
"INS gene","Diabetes Mellitus, Non-Insulin-Dependent","41"
"FASTK Gene","Epilepsy","41"
"AIP gene","Acute intermittent porphyria","41"
"AIP gene","Acute interstitial pneumonia","41"
"APOE gene","Genetic Carriers","41"
"CHAT Gene","cortex bone disorders","41"
"NGF Gene","Alzheimer's Disease","41"
"TARDBP Gene","Feline urological syndrome","41"
"UBE3A gene","Angelman Syndrome","41"
"SIRT1 Gene","Oxidative Stress","41"
"ENG wt Allele","Physical shape","41"
"PRNP wt Allele","Gerstmann-Straussler-Scheinker Disease","41"
"MAPT wt Allele","Gliosis","41"
"PSEN1 wt Allele","cortex bone disorders","41"
"CD69 wt Allele","cortex bone disorders","41"
"CD69 wt Allele","Impaired health","41"
"PARK7 wt Allele","Parkinson Disease","41"
"Chloramphenicol O-Acetyltransferase","Glucocorticoid-remediable aldosteronism","40"
"Genes","Ataxia as late effect of cerebrovascular disease","40"
"Genes","Anxiety","40"
"NF1 gene","Neurofibromatosis 1","40"
"c-fos Genes","Hypersensitivity","40"
"RRM1 Gene","Syndrome, Bloch-Sulzberger","40"
"RRM2 Gene","Syndrome, Bloch-Sulzberger","40"
"POMC Gene","Pituitary Diseases","40"
"INS gene","Body Weight","40"
"CYP19A1 Gene","Sex Behavior","40"
"GRIN2B Gene","Injury due to exposure to external cause","40"
"HTT gene","Cerebrovascular accident","40"
"PROS1 gene","Protein S","40"
"LRRK2 gene","Pathology processes","40"
"MAPT gene","Pathology processes","40"
"Long Interspersed Element","Toxic effect","40"
"ENG wt Allele","Saccades","40"
"APP wt Allele","Cutaneous plaque","40"
"TLR4 wt Allele","Inflammation","40"
"CD82 wt Allele","Syndrome, Bloch-Sulzberger","40"
"Wild Type","Cerebral Infarction","40"
"TARDBP wt Allele","GRN-related frontotemporal dementia","40"
"TARDBP wt Allele","Nerve Degeneration","40"
"TARDBP wt Allele","Spinal Cord Diseases","40"
"CD55 wt Allele","cortex bone disorders","40"
"SLC4A1 wt Allele","Hepatolenticular Degeneration","40"
"NOTCH3 wt Allele","CADASIL Syndrome","40"
"Genes","Brain Diseases","39"
"Homozygote","Malnutrition","39"
"c-fos Genes","Test Result","39"
"TNF Gene","Neurotoxicity Syndromes","39"
"POMC Gene","Body Weight","39"
"CRH Gene","Anxiety","39"
"MTOR Gene","Malnutrition","39"
"TH gene","Hypersensitivity","39"
"TH gene","Methamphetamine","39"
"TH gene","Impaired health","39"
"CARD8 Gene","Parkinson Disease","39"
"C9orf72 Gene","Pathology processes","39"
"MAPT gene","Frontotemporal Lobar Degeneration","39"
"Tumor Necrosis Factor-alpha","Traumatic Brain Injury","39"
"Tumor Necrosis Factor-alpha","Glucocorticoid-remediable aldosteronism","39"
"Retinoic Acid Response Element","Intellectual Disability","39"
"POMC wt Allele","Pituitary Diseases","39"
"Wild Type","Muscle strain","39"
"CARD8 wt Allele","Parkinson Disease","39"
"CD69 wt Allele","Cerebrovascular accident","39"
"Transgenes","Obstetric Delivery","38"
"BDNF Gene","Malnutrition","38"
"BDNF Gene","Alzheimer's Disease","38"
"BDNF Gene","Oxidative Stress","38"
"BDNF Gene","Hypoxia","38"
"ANG Gene","Hypersensitivity","38"
"MECP2 gene","Malnutrition","38"
"PRNP gene","Neurodegenerative Disorders","38"
"SOD1 gene","Feline urological syndrome","38"
"C9orf72 Gene","Genetic Carriers","38"
"Long Interspersed Element","Physical shape","38"
"FGFR1 wt Allele","Retinitis Pigmentosa","38"
"FGFR1 wt Allele","Rinderpest","38"
"ENG wt Allele","Pregnancy","38"
"SOD1 wt Allele","Neurodegenerative Disorders","38"
"Wild Type","Congenital Abnormality","38"
"Wild Type","Cerebral Ischemia","38"
"MAPT wt Allele","Parkinsonian Disorders","38"
"MAPT wt Allele","Cerebral atrophy","38"
"TARDBP wt Allele","Toxic effect","38"
"PPFIBP1 wt Allele","cortex bone disorders","38"
"AKT1S1 wt Allele","Myxoid cyst","38"
"CD69 wt Allele","Ethanol","38"
"AKR1C1 wt Allele","Frontotemporal dementia","38"
"Genes","Muscle strain","37"
"Homozygote","Genetic Carriers","37"
"TNF Gene","Glucocorticoid-remediable aldosteronism","37"
"KISS1 Gene","Pituitary Diseases","37"
"SST Gene","Malnutrition","37"
"MAP Kinase Gene","Injury due to exposure to external cause","37"
"MAP Kinase Gene","Paroxysmal kinesigenic choreoathetosis","37"
"CYBB gene","Oxidative Stress","37"
"GFAP gene","Injury due to exposure to external cause","37"
"GFAP gene","Traumatic Brain Injury","37"
"HCRT Gene","Depressive disorder","37"
"HCRT Gene","Ethanol","37"
"PRNP gene","Communicable Diseases","37"
"RELN Gene","cortex bone disorders","37"
"ABCB6 wt Allele","Scrapie","37"
"ABCB6 wt Allele","Alzheimer's Disease","37"
"MAPT wt Allele","Atrophic","37"
"CD55 wt Allele","Polycythemia Vera","37"
"SH3PXD2A wt Allele","Injury due to exposure to external cause","37"
"CD69 wt Allele","Inflammation","37"
"SST Gene","Schizophrenia","36"
"Chloramphenicol Acetyl Transferase Gene","Glucocorticoid-remediable aldosteronism","36"
"EPO Gene","Hypoxia","36"
"MTOR Gene","Seizures","36"
"HCRT Gene","DEPRESSION MENTAL","36"
"HCRT Gene","Cancer patients and suicide and depression","36"
"HCRT Gene","Sleep Disorders","36"
"LEP Gene","Malnutrition","36"
"PARK2 gene","Nerve Degeneration","36"
"PARK2 gene","Malnutrition","36"
"RELN Gene","Malnutrition","36"
"SLC6A4 gene","Huntington Disease","36"
"TNFRSF17 Gene","Cone monochromatism","36"
"Retinoic Acid Response Element","Disorder nervous system","36"
"ENG wt Allele","Cell Death","36"
"ENG wt Allele","Lesion","36"
"SOD1 wt Allele","Frontotemporal Lobar Degeneration","36"
"MAPT wt Allele","Forgetful","36"
"PITX2 wt Allele","Axenfeld-Rieger Syndrome, Type 1","36"
"TNFRSF17 wt Allele","Cone monochromatism","36"
"CD69 wt Allele","Toxic effect","36"
"SLC6A4 wt Allele","Huntington Disease","36"
"Exons","Huntington Disease","35"
"Heterozygote","Seizures","35"
"Heterozygote","Congenital Abnormality","35"
"c-fos Genes","Anxiety","35"
"TNF Gene","Hypoxia","35"
"POMC Gene","Metabolic","35"
"APP gene","Oxidative Stress","35"
"LEPR Gene","Obesity","35"
"SET Gene","Test Result","35"
"DCX gene","Newborn (finding)","35"
"FMR1 gene","Mental Retardation","35"
"HTT gene","Schizophrenia","35"
"HTT gene","Impaired health","35"
"MRC1 Gene","Congenital Abnormality","35"
"MRC1 Gene","Multiple Sclerosis","35"
"NGF Gene","Injury due to exposure to external cause","35"
"NR3C2 Gene","Congenital Abnormality","35"
"Long Interspersed Element","Parkinson Disease","35"
"SOD1 wt Allele","Pathology processes","35"
"EEF1A2 wt Allele","Hyalinosis, Systemic","35"
"MAPT wt Allele","Mild cognitive disorder","35"
"MAPT wt Allele","Carcinoma in Situ","35"
"TARDBP wt Allele","Functional disorder","35"
"SH3PXD2A wt Allele","Reproduction","35"
"CD69 wt Allele","Anoxia","35"
"Aromatase","Sex Behavior","34"
"Genes","Spastic Paraplegia, Hereditary","34"
"KISS1 Gene","Metabolic","34"
"SET Gene","Malnutrition","34"
"CALCA Gene","Lesion","34"
"APOE gene","Neurofibrillary degeneration (morphologic abnormality)","34"
"CAT Gene","Injury due to exposure to external cause","34"
"FUS Gene","Nerve Degeneration","34"
"GBA gene","Gaucher Disease","34"
"NPY Gene","Lesion","34"
"NR3C2 Gene","Multiple Sclerosis","34"
"SCN1A gene","Epilepsy","34"
"SLC6A3 Gene","Parkinson Disease","34"
"Retinoic Acid Response Element","Alzheimer's Disease","34"
"Long Interspersed Element","DEPRESSION MENTAL","34"
"SHFM1 wt Allele","Endocardial Cushion Defects","34"
"SHFM1 wt Allele","Split hand foot deformity 1","34"
"GYPA wt Allele","Injury due to exposure to external cause","34"
"GHRL Gene","Obesity","34"
"Wild Type","Hypoxia","34"
"Wild Type","Functional disorder","34"
"Wild Type","Physical activity","34"
"MAPT wt Allele","Spinal Cord Diseases","34"
"CD69 wt Allele","Spinal Cord Diseases","34"
"CD69 wt Allele","biologic degeneration","34"
"Chromosomes, Human, Pair 17","Frontotemporal dementia","33"
"Genes","Dementia","33"
"Genotype","Genetic Carriers","33"
"Estrogen Receptors","Coitus","33"
"WT1 gene","Nephroblastoma","33"
"TNF Gene","Traumatic Brain Injury","33"
"BDNF Gene","Physical shape","33"
"C3 Gene","Spinal Cord Diseases","33"
"APP gene","Impaired health","33"
"SET Gene","Lesion","33"
"APOE gene","Pathology processes","33"
"BACE1 Gene","Pathogenesis","33"
"BGLAP Gene","Neoplasms - malignant","33"
"ELANE Gene","Oxidative Stress","33"
"GRN Gene","Neuronal Ceroid-Lipofuscinoses","33"
"LEP Gene","Adiposity","33"
"MRC1 Gene","Amyotrophic Lateral Sclerosis","33"
"PRNP gene","Toxic effect","33"
"PSEN1 gene","Cutaneous plaque","33"
"S100B Gene","Brain Injuries","33"
"TH gene","cortex bone disorders","33"
"C9orf72 Gene","Pathogenesis","33"
"ATP8A2 wt Allele","Functional disorder","33"
"PTPN11 wt Allele","Noonan Syndrome","33"
"Wild Type","Chemosensitization/Potentiation","33"
"Wild Type","Pityriasis Rubra Pilaris","33"
"Wild Type","Pathogenesis","33"
"COL4A5 wt Allele","Andersen Syndrome","33"
"COL4A5 wt Allele","Arterial Tortuosity Syndrome","33"
"MECP2 wt Allele","Malnutrition","33"
"PITX2 wt Allele","Progressive supranuclear palsy","33"
"FUS wt Allele","Amyotrophic Lateral Sclerosis","33"
"CUX1 wt Allele","Cessation of life","33"
"CUX1 wt Allele","Death (finding)","33"
"ELL wt Allele","Sex Behavior","33"
"CCL28 wt Allele","Mucoepidermoid Carcinoma","33"
"ELANE wt Allele","Oxidative Stress","33"
"BGLAP wt Allele","Neoplasms - malignant","33"
"AKT1S1 wt Allele","cortex bone disorders","33"
"PROC wt Allele","Ischemia","33"
"FLNA wt Allele","Amyotrophic Lateral Sclerosis","33"
"Genes","Signs and Symptoms","32"
"Genes","Unknown (origin) (qualifier value)","32"
"Genes","Tauopathies","32"
"Heterozygote","Epilepsy","32"
"BDNF Gene","Impaired health","32"
"PSIP1 Gene","Cessation of life","32"
"PSIP1 Gene","Death (finding)","32"
"INS gene","Functional disorder","32"
"INS gene","Impaired cognition","32"
"APP gene","biologic degeneration","32"
"APP gene","Functional disorder","32"
"CASP1 Gene","Methamphetamine","32"
"FASTK Gene","Injury due to exposure to external cause","32"
"GYPA Gene","Injury due to exposure to external cause","32"
"CA9 Gene","Injury due to exposure to external cause","32"
"FUS Gene","Pathogenesis","32"
"NR3C2 Gene","Amyotrophic Lateral Sclerosis","32"
"S100B Gene","Traumatic Brain Injury","32"
"SYP Gene","Injury due to exposure to external cause","32"
"LRRK2 gene","biologic degeneration","32"
"Tumor Necrosis Factor-alpha","Brain Injuries","32"
"Retinoic Acid Response Element","Neurodevelopmental disorder","32"
"Long Interspersed Element","Depressive disorder","32"
"Long Interspersed Element","Cancer patients and suicide and depression","32"
"FGFR1 wt Allele","Cessation of life","32"
"FGFR1 wt Allele","Death (finding)","32"
"ENG wt Allele","Hypoxia","32"
"TPO wt Allele","Shy-Drager Syndrome","32"
"TPO wt Allele","Multiple System Atrophy","32"
"CALCA wt Allele","Lesion","32"
"TNFRSF1B wt Allele","Cessation of life","32"
"TNFRSF1B wt Allele","Death (finding)","32"
"PIK3CA wt Allele","Brain Injuries","32"
"Wild Type","Anoxia","32"
"Wild Type","Parkinson Disease","32"
"MAPT wt Allele","Pityriasis Rubra Pilaris","32"
"CR2 wt Allele","Polycythemia Vera","32"
"PARK7 wt Allele","Malnutrition","32"
"Genes","Hyperactive behavior","31"
"Genes","Developmental delay (disorder)","31"
"Genes","Cerebral Ischemia","31"
"Introns","Amyotrophic Lateral Sclerosis","31"
"TLR4 Gene","Ethanol","31"
"FASTK Gene","Schizophrenia","31"
"CREB1 Gene","Injury due to exposure to external cause","31"
"GNAI1 Gene","Gardner Syndrome","31"
"HCRT Gene","Injury due to exposure to external cause","31"
"HTT gene","Epilepsy","31"
"HTT gene","Cell Death","31"
"LEP Gene","Diabetes Mellitus","31"
"TH gene","Oxidative Stress","31"
"LRRK2 gene","Abnormal degeneration","31"
"Tumor Necrosis Factor-alpha","Anoxia","31"
"Tumor Necrosis Factor-alpha","Ischemia","31"
"Long Interspersed Element","Heterosexuals","31"
"Long Interspersed Element","Pathogenesis","31"
"estrogen receptor alpha, human","Sex Behavior","31"
"ENG wt Allele","Ischemia","31"
"ENG wt Allele","Hypersensitivity","31"
"CREB1 wt Allele","Injury due to exposure to external cause","31"
"ATP8A2 wt Allele","Cell Death","31"
"GNAI1 wt Allele","Gardner Syndrome","31"
"VEGFA Gene","Hypoxia","31"
"Wild Type","Epilepsy","31"
"Wild Type","Tauopathies","31"
"IDS wt Allele","Sudden infant death syndrome","31"
"PITX2 wt Allele","Ethanol","31"
"Haploinsufficiency","Malnutrition","31"
"ELL wt Allele","Coitus","31"
"SQSTM1 wt Allele","Amyotrophic Lateral Sclerosis","31"
"CD69 wt Allele","Metabolic","31"
"CD69 wt Allele","Pathogenesis","31"
"CD69 wt Allele","Seizures","31"
"CD69 wt Allele","Abnormal degeneration","31"
"CD69 wt Allele","Neurodegenerative Disorders","31"
"Genes","Brain Injuries","30"
"Homozygote","Spinal Muscular Atrophy","30"
"Estrogen Receptors","Oxidative Stress","30"
"TP53 gene","Cell Death","30"
"Transgenes","Spinal Cord Diseases","30"
"TNF Gene","Ischemia","30"
"MSH3 Gene","Chromosomal Duplication","30"
"BDNF Gene","Traumatic Brain Injury","30"
"CDT1 Gene","Chromosomal Duplication","30"
"NTRK2 Gene","Injury due to exposure to external cause","30"
"SST Gene","Seizures","30"
"CCL2 Gene","Ethanol","30"
"APP gene","Nerve Degeneration","30"
"APP gene","Abnormal degeneration","30"
"CRH Gene","Ethanol","30"
"FASTK Gene","Functional disorder","30"
"CREB1 Gene","Impaired cognition","30"
"MTOR Gene","Oxidative Stress","30"
"GFAP gene","Physical shape","30"
"GNRH1 Gene","Injury due to exposure to external cause","30"
"HCRT Gene","Exercise","30"
"HCRT Gene","Addictive Behavior","30"
"HTT gene","Alzheimer's Disease","30"
"HMOX1 Gene","Oxidative Stress","30"
"MPZ gene","Cell Death","30"
"MRC1 Gene","Hypersensitivity","30"
"NR3C2 Gene","Hypersensitivity","30"
"SHANK3 Gene","Pervasive Development Disorder","30"
"Tumor Necrosis Factor-alpha","Spinal Cord Diseases","30"
"Long Interspersed Element","Amyotrophic Lateral Sclerosis","30"
"FGFR1 wt Allele","Injury due to exposure to external cause","30"
"ENG wt Allele","Spinal Cord Diseases","30"
"CREB1 wt Allele","Impaired cognition","30"
"CDT1 wt Allele","Chromosomal Duplication","30"
"AGTR2 wt Allele","Ataxia Telangiectasia","30"
"CCDC6 wt Allele","Papillary thyroid carcinoma","30"
"LIF wt Allele","Desmoplastic infantile astrocytoma","30"
"TMEM173 Gene","Sting Injury","30"
"GHRL Gene","Body Weight","30"
"Wild Type","Senile Plaques","30"
"TMEM173 wt Allele","Sting Injury","30"
"KHDRBS1 wt Allele","Amyotrophic Lateral Sclerosis","30"
"AKR1A1 wt Allele","Lesion","30"
"Genes","Birth","29"
"Genes","MUTYH-Associated Polyposis","29"
"Genes","Newborn (finding)","29"
"Genes","Major Depressive Disorder","29"
"Heterozygote","Genetic Carriers","29"
"TNF Gene","Brain Injuries","29"
"ROS1 Gene","Cessation of life","29"
"ROS1 Gene","Death (finding)","29"
"DRD2 Gene","Cocaine","29"
"PDC Gene","Amyotrophic Lateral Sclerosis","29"
"SCG2 Gene","Parkinson Disease","29"
"INS gene","Oxidative Stress","29"
"CAD Gene","Coronary Artery Disease","29"
"CNR1 gene","DEPRESSION MENTAL","29"
"FMR1 gene","Syndrome","29"
"GNRH1 Gene","Hypersensitivity","29"
"HCRT Gene","Functional disorder","29"
"HCRT Gene","Physical activity","29"
"MPZ gene","Oxidative Stress","29"
"NGF Gene","Hypersensitivity","29"
"OXT Gene","Anxiety","29"
"PODXL Gene","Ischemia","29"
"PRNP gene","Infection","29"
"PROC Gene","Ischemia","29"
"PSEN1 gene","Familial Alzheimer Disease (FAD)","29"
"SGCA gene","Activities of Daily Living","29"
"LITAF gene","Lesion","29"
"C9orf72 Gene","Feline urological syndrome","29"
"C9orf72 Gene","Motor Neuron Disease","29"
"Retinoic Acid Response Element","Pervasive Development Disorder","29"
"Long Interspersed Element","Neurodegenerative Disorders","29"
