"gene","disease","count"
"CALCA Gene","cortex bone disorders","15"
"MECP2 wt Allele","Functional disorder","15"
"TF gene","cortex bone disorders","15"
"NTRK2 Gene","Retinal Diseases","15"
"KHDRBS1 wt Allele","Alzheimer's Disease","15"
"POR Gene","cortex bone disorders","15"
"FASTK Gene","Spinal Cord Diseases","15"
"PARK2 wt Allele","Parkinson Disease","15"
"EPHB2 Gene","Neurotoxicity Syndromes","15"
"HCRT Gene","Spinal Cord Diseases","15"
"TTN wt Allele","Myeloproliferative Syndrome, Transient","15"
"VDAC2 wt Allele","cortex bone disorders","15"
"CD69 wt Allele","Retinal Diseases","15"
"ROS1 Gene","Alzheimer's Disease","15"
"TTN wt Allele","Temporomandibular Joint Dysfunction Syndrome","15"
"NLRP3 Gene","Van der Woude syndrome","15"
"Estrogen Receptors","Neurotoxicity Syndromes","15"
"CDK5R1 Gene","Neurodegenerative Disorders","15"
"C9orf72 Gene","Functional disorder","15"
"FASTK Gene","Disease Progression","14"
"BACE1 Gene","cortex bone disorders","14"
"Chloramphenicol O-Acetyltransferase","Leigh Disease","14"
"FAT wt Allele","Liver diseases","14"
"NGF Gene","Spinal Cord Diseases","14"
"GLI3 wt Allele","Greig cephalopolysyndactyly syndrome","14"
"F3 wt Allele","cortex bone disorders","14"
"PSEN1 wt Allele","Functional disorder","14"
"CALCA wt Allele","cortex bone disorders","14"
"PCYT1A wt Allele","cortex bone disorders","14"
"Chloramphenicol Acetyl Transferase Gene","Leigh Disease","14"
"AKT1S1 wt Allele","Retinal Diseases","14"
"PDC Gene","Parkinsonian Disorders","14"
"PIK3CA wt Allele","Neurotoxicity Syndromes","14"
"IAPP Gene","Alzheimer's Disease","14"
"MAPK14 Gene","Neurotoxicity Syndromes","14"
"PTPN11 wt Allele","Cardio-facio-cutaneous syndrome","14"
"Genes","Mood Disorders","14"
"FYN wt Allele","Parkinson Disease","14"
"MAPT wt Allele","Huntington Disease","14"
"SH3PXD2A wt Allele","Spinal Cord Diseases","14"
"c-fos Genes","Sensitization (disorder)","14"
"CD69 wt Allele","Mild cognitive disorder","14"
"Wild Type","Liver diseases","14"
"FAT1 gene","Liver diseases","14"
"RANGAP1 wt Allele","cortex bone disorders","14"
"Haploinsufficiency","Autism Spectrum Disorders","14"
"Tumor Necrosis Factor-alpha","Depressive disorder","14"
"CR2 wt Allele","Hamartoma Syndrome, Multiple","14"
"PNP Gene","Neurotoxicity Syndromes","14"
"CD55 wt Allele","Hamartoma Syndrome, Multiple","14"
"FYN Gene","Parkinson Disease","14"
"CDK5R1 wt Allele","Alzheimer's Disease","14"
"Genes","Migraine Disorders","14"
"INS gene","cortex bone disorders","14"
"Transgenes","Alzheimer's Disease","14"
"ATP8A2 wt Allele","Neurodegenerative Disorders","14"
"PHGDH wt Allele","Syndrome","14"
"TARDBP Gene","Neurodegenerative Disorders","14"
"Genes","Gaucher Disease","14"
"CAT Gene","Leigh Disease","14"
"CD36 wt Allele","Liver diseases","14"
"CDK5R1 Gene","Alzheimer's Disease","14"
"HTR1A wt Allele","Depressive disorder","14"
"PNP wt Allele","Neurotoxicity Syndromes","14"
"MAPK3 wt Allele","Neurotoxicity Syndromes","14"
"ELL wt Allele","Depressive disorder","14"
"MAPK1 wt Allele","Neurotoxicity Syndromes","14"
"MAPK3 Gene","Neurotoxicity Syndromes","14"
"PITX2 wt Allele","Depressive disorder","14"
"CD36 Gene","Liver diseases","14"
"GDNF Gene","Spinal Cord Diseases","14"
"Wild Type","DISORDERS OF THE OPTIC NERVE","14"
"MAPT wt Allele","Shwachman syndrome","14"
"FGFR1 wt Allele","cortex bone disorders","14"
"Heterozygote","Functional disorder","13"
"SET Gene","Neurodegenerative Disorders","13"
"INS gene","Disease Progression","13"
"C5 Gene","Spinal Cord Diseases","13"
"AIMP2 Gene","Neurotoxicity Syndromes","13"
"CD69 wt Allele","Disorder nervous system","13"
"RELN Gene","Functional disorder","13"
"DHPS wt Allele","Alzheimer's Disease","13"
"MSN Gene","Huntington Disease","13"
"Promoter","Alzheimer's Disease","13"
"GFAP gene","Alzheimer's Disease","13"
"LEP Gene","Metabolic Diseases","13"
"CHD8 Gene","Autism Spectrum Disorders","13"
"HTT gene","Brain Diseases","13"
"CRH wt Allele","Pituitary Diseases","13"
"Genes","Lewy Body Disease","13"
"LEP Gene","Depressive disorder","13"
"MTOR Gene","Pervasive Development Disorder","13"
"Genes","Communicable Diseases","13"
"CAT Gene","Liver diseases","13"
"Genes","Prion Diseases","13"
"Genome","Disorder nervous system","13"
"SH2D3C wt Allele","Alzheimer's Disease","13"
"ATP8A2 wt Allele","Spinal Cord Diseases","13"
"Retinoic Acid Response Element","Autistic Disorder","13"
"DDR1 Gene","Alzheimer's Disease","13"
"SOD1 gene","Motor Neuron Disease","13"
"ATP8A2 wt Allele","Alzheimer's Disease","13"
"SH2D3C Gene","Alzheimer's Disease","13"
"Genome","Autism Spectrum Disorders","13"
"ENG wt Allele","DISORDERS OF THE OPTIC NERVE","13"
"PARK2 gene","Parkinsonian Disorders","13"
"TFRC wt Allele","Spinal Cord Diseases","13"
"ESR1 wt Allele","Delirium, Dementia, Amnestic, Cognitive Disorders","13"
"TARDBP wt Allele","neuropathology disease","13"
"PANK2 gene","Hallervorden-Spatz Syndrome","13"
"TBR1 Gene","Autism Spectrum Disorders","13"
"HCRT Gene","Sudden infant death syndrome","13"
"SLC1A2 wt Allele","cortex bone disorders","13"
"INS gene","Retinal Diseases","13"
"BDNF Gene","Huntington Disease","13"
"DNA, Mitochondrial","Neurodegenerative Disorders","13"
"CDKN2A wt Allele","cortex bone disorders","13"
"Genes","Obsessive-Compulsive Disorder","13"
"Retinoic Acid Response Element","Disorders, Mental","13"
"BCL2A1 wt Allele","Melkersson-Rosenthal Syndrome","13"
"HTT gene","Motor Neuron Disease","13"
"CAT Gene","Alzheimer's Disease","13"
"SLC6A3 Gene","Parkinsonian Disorders","13"
"INS gene","Neurotoxicity Syndromes","13"
"GRIN2B Gene","Depressive disorder","13"
"Retinoic Acid Response Element","Rett Syndrome","13"
"DHPS wt Allele","Down Syndrome","13"
"MAPK14 wt Allele","Neurotoxicity Syndromes","13"
"HEXA gene","Tay-Sachs Disease","13"
"Genome","Autistic Disorder","13"
"C9orf72 Gene","Syndrome","13"
"Wild Type","Hamartoma Syndrome, Multiple","13"
"ATP8A2 wt Allele","Van der Woude syndrome","13"
"Genome","Bipolar Disorder","13"
"Genes","Pelizaeus-Merzbacher Disease","13"
"SIRT1 Gene","Alzheimer's Disease","13"
"Homozygote","Ataxia as late effect of cerebrovascular disease","13"
"Genes","Movement Disorders","13"
"OLIG2 Gene","Spinal Cord Diseases","13"
"Genes","Charcot-Marie-Tooth Disease","13"
"LRRK2 gene","Neurotoxicity Syndromes","13"
"SST Gene","Huntington Disease","13"
"Genes","Klinefelter Syndrome","13"
"ESR1 wt Allele","Alzheimer's Disease","13"
"RHOA Gene","cortex bone disorders","13"
"AIMP2 wt Allele","Neurotoxicity Syndromes","13"
"Heterozygote","Autistic Disorder","13"
"Genes","Virus Diseases","12"
"KRT17 wt Allele","Huntington Disease","12"
"TNFRSF1B wt Allele","cortex bone disorders","12"
"PNP wt Allele","Huntington Disease","12"
"estrogen receptor alpha, human","Functional disorder","12"
"Chromosomes, Human, Pair 21","Syndrome","12"
"SST wt Allele","cortex bone disorders","12"
"Wild Type","Niemann-Pick Disease, Type C","12"
"SST Gene","Functional disorder","12"
"LITAF gene","Functional disorder","12"
"GNRH1 wt Allele","Polycystic Ovary Syndrome","12"
"HTT gene","Degenerative disorder","12"
"ASPA gene","Canavan Disease","12"
"GNRH1 Gene","Polycystic Ovary Syndrome","12"
"estrogen receptor alpha, human","Neurotoxicity Syndromes","12"
"estrogen receptor alpha, human","Alzheimer's Disease","12"
"PINK1 gene","Parkinsonian Disorders","12"
"PTEN gene","Autistic Disorder","12"
"UBE3A gene","Autism Spectrum Disorders","12"
"PARK7 Gene","Parkinson Disease","12"
"PNP Gene","Huntington Disease","12"
"IRF6 wt Allele","Depressive disorder","12"
"Homozygote","Functional disorder","12"
"ENG wt Allele","Alzheimer's Disease","12"
"CD69 wt Allele","Pervasive Development Disorder","12"
"MAPK3 wt Allele","cortex bone disorders","12"
"CREB1 wt Allele","Alzheimer's Disease","12"
"MAPT wt Allele","Nail-Patella Syndrome","12"
"PITX2 wt Allele","Bloom Syndrome","12"
"c-fos Genes","Depressive disorder","12"
"APP gene","Familial Alzheimer Disease (FAD)","12"
"LRRK2 gene","Parkinsonian Disorders","12"
"Promoter","Retinal Diseases","12"
"ESR1 Gene","Alzheimer's Disease","12"
"GNRH1 Gene","Kallmann Syndrome","12"
"Wild Type","neuropathology disease","12"
"RELN Gene","Depressive disorder","12"
"Genes","Psychotic Disorders","12"
"PIK3CA wt Allele","Alzheimer's Disease","12"
"PMP22 wt Allele","Charcot-Marie-Tooth disease, type IA (disorder)","12"
"Estrogen Receptors","Functional disorder","12"
"ESR1 wt Allele","Neurotoxicity Syndromes","12"
"HTT gene","Disorders, Mental","12"
"FANCE wt Allele","Fetal Alcohol Syndrome","12"
"CNTNAP2 Gene","Autistic Disorder","12"
"LRP2 wt Allele","Parkinson Disease","12"
"MTOR Gene","Neurodevelopmental disorder","12"
"PNP wt Allele","cortex bone disorders","12"
"ESR1 Gene","Neurotoxicity Syndromes","12"
"ENG wt Allele","Disorder of pineal gland","12"
"MTR Gene","Disease Progression","12"
"CD69 wt Allele","Migraine Disorders","12"
"FLNA wt Allele","Spinal Cord Diseases","12"
"CCL2 Gene","Spinal Cord Diseases","12"
"CA9 Gene","Spinal Cord Diseases","12"
"CDKL5 gene","Rett Syndrome","12"
"SLC1A2 Gene","Spinal Cord Diseases","12"
"MECP2 wt Allele","Disorder nervous system","12"
"APOE gene","Mild cognitive disorder","12"
"GRM5 wt Allele","Depressive disorder","12"
"TNF Gene","Depressive disorder","12"
"MPZ gene","cortex bone disorders","12"
"RANGAP1 wt Allele","Migraine Disorders","12"
"GYPA Gene","Spinal Cord Diseases","12"
"CD69 wt Allele","Huntington Disease","12"
"INS gene","Depressive disorder","12"
"MSC Gene","Alzheimer's Disease","12"
"Alleles","Disease Progression","12"
"CREB1 Gene","Alzheimer's Disease","12"
"PNP Gene","cortex bone disorders","12"
"ENG wt Allele","Retinal Diseases","12"
"Estrogen Receptors","Alzheimer's Disease","12"
"MTR wt Allele","Disease Progression","12"
"GRIN2B Gene","cortex bone disorders","12"
"LRRK2 gene","Disease Progression","12"
"MAPK3 Gene","cortex bone disorders","12"
"YY1 wt Allele","Spinal Cord Diseases","12"
"ELANE Gene","cortex bone disorders","12"
"NGF Gene","Functional disorder","12"
"Retinoic Acid Response Element","Spinal Cord Diseases","12"
"FOXP2 Gene","cortex bone disorders","12"
"Genome","Disorders, Mental","12"
"CD55 wt Allele","Depressive disorder","12"
"DMD gene","cortex bone disorders","12"
"LRRK2 gene","Gardner Syndrome","11"
"INS gene","Parkinson Disease","11"
"PPARA Gene","Neurodegenerative Disorders","11"
"GRN Gene","Alzheimer's Disease","11"
"GAG Gene","Hamartoma Syndrome, Multiple","11"
"VPS13B gene","Cohen syndrome","11"
"BECN1 Gene","Alzheimer's Disease","11"
"EREG wt Allele","Functional disorder","11"
"TP53 wt Allele","cortex bone disorders","11"
"ENG wt Allele","Pituitary Diseases","11"
"SOD1 gene","Neurodegenerative Disorders","11"
"MPZ gene","Parkinsonian Disorders","11"
"ESR1 wt Allele","Functional disorder","11"
"MAP Kinase Gene","cortex bone disorders","11"
"TNFRSF1B wt Allele","Alzheimer's Disease","11"
"GRM5 wt Allele","Fragile X Syndrome","11"
"S100A1 wt Allele","Alzheimer's Disease","11"
"PSEN2 Gene","Alzheimer's Disease","11"
"PPFIBP1 wt Allele","Spinal Cord Diseases","11"
"IRF6 wt Allele","Popliteal pterygium syndrome","11"
"RASA1 Gene","Functional disorder","11"
"ATP8A2 wt Allele","Retinal Diseases","11"
"AKT1S1 wt Allele","Spinal Cord Diseases","11"
"RANGAP1 wt Allele","Retinal Diseases","11"
"SH2D1A gene","Prune Belly Syndrome","11"
"BRCA1 wt Allele","Retinal Diseases","11"
"CD69 wt Allele","Brain Diseases","11"
"NTF3 Gene","Spinal Cord Diseases","11"
"PRRT2 wt Allele","Neurotoxicity Syndromes","11"
"DHPS wt Allele","Retinal Diseases","11"
"Long Interspersed Element","Autism Spectrum Disorders","11"
"BACE1 Gene","Functional disorder","11"
"ESR1 Gene","Functional disorder","11"
"TP53 gene","cortex bone disorders","11"
"IL6 Gene","Van der Woude syndrome","11"
"RELN Gene","Disorders, Mental","11"
"PSIP1 Gene","Alzheimer's Disease","11"
"NTRK2 Gene","cortex bone disorders","11"
"MAPK8 wt Allele","cortex bone disorders","11"
"PRNP gene","Functional disorder","11"
"TOR1A gene","Dystonia Disorders","11"
"MAP1LC3A wt Allele","Alzheimer's Disease","11"
"MAPT wt Allele","DISORDERS OF THE OPTIC NERVE","11"
"MME wt Allele","Alzheimer's Disease","11"
"MAP1LC3A Gene","Alzheimer's Disease","11"
"PSIP1 Gene","cortex bone disorders","11"
"APP gene","neuropathology disease","11"
"MECP2 wt Allele","Autistic Disorder","11"
"SOD1 wt Allele","Feline urological syndrome","11"
"CD69 wt Allele","Disorders, Mental","11"
"CUX1 wt Allele","Alzheimer's Disease","11"
"Genotype","Disease Progression","11"
"HTT gene","Prion Diseases","11"
"LEP Gene","Hypertensive disease","11"
"RASA1 wt Allele","Functional disorder","11"
"SLC12A2 Gene","cortex bone disorders","11"
"CHAT Gene","Retinal Diseases","11"
"PRF1 wt Allele","Spinal Cord Diseases","11"
"MTOR Gene","Autistic Disorder","11"
"TP53 wt Allele","Functional disorder","11"
"Trinucleotide Repeats","Neurodegenerative Disorders","11"
"MTOR Gene","Disorder nervous system","11"
"CALCA Gene","Migraine Disorders","11"
"IAPP wt Allele","Alzheimer's Disease","11"
"STAT3 Gene","cortex bone disorders","11"
"Heterozygote","Huntington Disease","11"
"CALCA wt Allele","Spinal Cord Diseases","11"
"SHH Gene","Spinal Cord Diseases","11"
"TP53 gene","Functional disorder","11"
"CDK5 Gene","Alzheimer's Disease","11"
"CTSB Gene","Alzheimer's Disease","11"
"LRP1 Gene","Alzheimer's Disease","11"
"EEF1A2 wt Allele","Dyskinetic syndrome","11"
"Heterozygote","Neurodevelopmental disorder","11"
"ADAM10 Gene","Alzheimer's Disease","11"
"ABCB6 wt Allele","Gerstmann-Straussler-Scheinker Disease","11"
"CUX1 wt Allele","cortex bone disorders","11"
"PRF1 wt Allele","cortex bone disorders","11"
"MAPK8 wt Allele","Neurotoxicity Syndromes","11"
"ELL wt Allele","Major Depressive Disorder","11"
"SIRT1 Gene","Huntington Disease","11"
"Retinoic Acid Response Element","Ataxia as late effect of cerebrovascular disease","11"
"SET Gene","Functional disorder","11"
"MAPK1 wt Allele","cortex bone disorders","11"
"SLC12A2 wt Allele","cortex bone disorders","11"
"S100B wt Allele","Alzheimer's Disease","11"
"SLC2A1 Gene","cortex bone disorders","10"
"TNF Gene","Parkinson Disease","10"
"ELL wt Allele","Disorders, Mental","10"
"UBE3A gene","Arterial Tortuosity Syndrome","10"
"PROC Gene","Functional disorder","10"
"CDT1 wt Allele","Pervasive Development Disorder","10"
"IRF6 wt Allele","Neurotoxicity Syndromes","10"
"LEP Gene","Pituitary Diseases","10"
"TARDBP wt Allele","Disease Progression","10"
"AMD1 wt Allele","Glycogen storage disease type II","10"
"MAPT wt Allele","Prion Diseases","10"
"MDK Gene","cortex bone disorders","10"
"GFAP gene","Christ-Siemens-Touraine syndrome","10"
"Genetic Predisposition to Disease","Parkinson Disease","10"
"ENG wt Allele","Disease Progression","10"
"ANG Gene","Functional disorder","10"
"CD69 wt Allele","DISORDERS OF THE OPTIC NERVE","10"
"NPY wt Allele","cortex bone disorders","10"
"RELN Gene","Pervasive Development Disorder","10"
"CREB1 Gene","cortex bone disorders","10"
"TP53 gene","Neurodegenerative Disorders","10"
"PLP1 gene","Shy-Drager Syndrome","10"
"Alleles","Huntington Disease","10"
"FUS Gene","Motor Neuron Disease","10"
"ROS1 Gene","Functional disorder","10"
"MET Gene","Autism Spectrum Disorders","10"
"LMNA wt Allele","cortex bone disorders","10"
"BDNF Gene","Sensitization (disorder)","10"
"Genes","Idiopathic Hypereosinophilic Syndrome","10"
"SOD1 gene","cortex bone disorders","10"
"APP gene","Spinal Cord Diseases","10"
"HCRT wt Allele","Christ-Siemens-Touraine syndrome","10"
"OXT Gene","Spinal Cord Diseases","10"
"LITAF gene","Spinal Cord Diseases","10"
"PRNP gene","cortex bone disorders","10"
"SATB2 Gene","cortex bone disorders","10"
"GRM5 wt Allele","cortex bone disorders","10"
"GBA wt Allele","Gaucher Disease","10"
"CD69 wt Allele","Liver diseases","10"
"GATA3 wt Allele","Barakat syndrome","10"
"IAPP Gene","Neurotoxicity Syndromes","10"
"HTT gene","Syndrome","10"
"PTHLH wt Allele","Shy-Drager Syndrome","10"
"Genes","Niemann-Pick disease, type C2","10"
"SQSTM1 Gene","Parkinson Disease","10"
"KRAS wt Allele","Niemann-Pick Disease, Type C","10"
"Genome","Neurodevelopmental disorder","10"
"SLC1A2 Gene","cortex bone disorders","10"
"PPARA wt Allele","Neurodegenerative Disorders","10"
"SET Gene","Disease Progression","10"
"SOD1 wt Allele","Syndrome","10"
"TP53 wt Allele","Neurodegenerative Disorders","10"
"CR2 wt Allele","Melkersson-Rosenthal Syndrome","10"
"Heterozygote","Alzheimer's Disease","10"
"VHL gene","Von Hippel-Lindau Syndrome","10"
"GFAP gene","DISORDERS OF THE OPTIC NERVE","10"
"GBA gene","Lysosomal Storage Diseases","10"
"NLRP3 Gene","Disease Progression","10"
"HMGB1 Gene","Functional disorder","10"
"CCL2 wt Allele","Van der Woude syndrome","10"
"c-fos Genes","Hypertensive disease","10"
"LRRK2 gene","cortex bone disorders","10"
"SLC6A4 gene","cortex bone disorders","10"
"Estrogen Receptors","Niemann-Pick Disease, Type C","10"
"CRH Gene","Functional disorder","10"
"ESR1 wt Allele","Niemann-Pick Disease, Type C","10"
"FOXP1 Gene","Autistic Disorder","10"
"estrogen receptor alpha, human","Niemann-Pick Disease, Type C","10"
"Genes","Shy-Drager Syndrome","10"
"TNC Gene","Migraine Disorders","10"
"ROS1 wt Allele","Functional disorder","10"
"GNRH2 wt Allele","Pituitary Diseases","10"
"MAP Kinase Gene","Functional disorder","10"
"PODXL Gene","Functional disorder","10"
"EPHB2 Gene","Alzheimer's Disease","10"
"HTT gene","Dystonia Disorders","10"
"PNP wt Allele","Milroy Disease","10"
"ATP7A wt Allele","cortex bone disorders","10"
"ZEB2 Gene","Mowat-Wilson syndrome","10"
"CXCL10 wt Allele","Spinal Cord Diseases","10"
"Promoter","Parkinson Disease","10"
"PHGDH wt Allele","Disorder nervous system","10"
"FST wt Allele","Depressive disorder","10"
"MSH3 Gene","Pervasive Development Disorder","10"
"NOTCH3 gene","CADASIL Syndrome","10"
"SET Gene","Autism Spectrum Disorders","10"
"PNP Gene","Milroy Disease","10"
"TBX1 wt Allele","Shprintzen syndrome","10"
"UBE3A gene","Andersen Syndrome","10"
"SYP Gene","Retinal Diseases","10"
"GAA gene","Generalized glycogen storage disease of infants","10"
"HLA-G Gene","cortex bone disorders","10"
"SIRT2 Gene","Parkinson Disease","10"
"CRH Gene","Disorders, Mental","10"
"MECP2 wt Allele","Pervasive Development Disorder","10"
"Genes","Bardet-Biedl Syndrome","10"
"ID1 wt Allele","Autism Spectrum Disorders","10"
"POMC wt Allele","Hypertensive disease","10"
"ERBB4 Gene","Functional disorder","10"
"KRT17 wt Allele","Functional disorder","10"
"TCEA1 wt Allele","cortex bone disorders","10"
"HCRT Gene","Christ-Siemens-Touraine syndrome","10"
"HP Gene","Alzheimer's Disease","10"
"Genes","Angelman Syndrome","10"
"ESR1 Gene","Niemann-Pick Disease, Type C","10"
"AMD1 Gene","Glycogen storage disease type II","10"
"LITAF gene","Neurotoxicity Syndromes","10"
"GNRH2 Gene","Pituitary Diseases","10"
"OLIG2 Gene","Down Syndrome","10"
"EREG wt Allele","Alzheimer's Disease","10"
"Genes","Lung diseases","10"
"PLP1 wt Allele","Shy-Drager Syndrome","10"
"LITAF gene","Parkinson Disease","10"
"SH2D1A wt Allele","Prune Belly Syndrome","10"
"TBX5 wt Allele","Holt-Oram syndrome","10"
"c-fos Genes","Pituitary Diseases","10"
