concept,disease,appearTimes,conceptClass
Fear,Disorders, Mental,27,MentalP
DEPRESSION MENTAL,Psychotic Disorders,27,MentalP
Memory,Down Syndrome,27,MentalP
Involvement with,Huntington Disease,27,MentalP
DEPRESSION MENTAL,Attention deficit hyperactivity disorder,27,MentalP
Social Role,Virus Diseases,27,MentalP
Mental association,Syndrome,26,MentalP
Methamphetamine,Parkinson Disease,26,MentalP
Interested,Depressive disorder,26,MentalP
Impaired cognition,Movement Disorders,26,MentalP
Mood Disorders,Major Depressive Disorder,26,MentalP
Social Role,Dystonia Disorders,26,MentalP
Sets (Psychology),Alzheimer's Disease,26,MentalP
Performance,Disease Progression,26,MentalP
Sex Behavior,Functional disorder,26,MentalP
Intrinsic drive,cortex bone disorders,26,MentalP
Psychological inhibition,Hypertensive disease,26,MentalP
Memory impairment,cortex bone disorders,26,MentalP
Sex Behavior,Spinal Cord Diseases,26,MentalP
Emotions,Parkinson Disease,26,MentalP
Psychological inhibition,Pituitary Diseases,26,MentalP
Psychological inhibition,Hamartoma Syndrome, Multiple,26,MentalP
Sleep,Sleep Disorders,26,MentalP
Helplessness, Learned,Depressive disorder,26,MentalP
Behavior,Fetal Alcohol Syndrome,26,MentalP
smell perception,Depressive disorder,26,MentalP
Behavior,Stereotypic Movement Disorder,26,MentalP
DEPRESSION MENTAL,Migraine Disorders,26,MentalP
Involvement with,Retinal Diseases,26,MentalP
Hypokinesia,Parkinson Disease,26,MentalP
Memory,Recurrent disease,26,MentalP
Performance,Parkinson Disease,26,MentalP
Hearing impairment,Diseases of inner ear,25,MentalP
Involvement with,Autism Spectrum Disorders,25,MentalP
Stress,Skin endocrine disorder,25,MentalP
Availability of,cortex bone disorders,25,MentalP
Impaired cognition,Parkinsonian Disorders,25,MentalP
Like,Down Syndrome,25,MentalP
Psychological inhibition,Van der Woude syndrome,25,MentalP
Feedback - evaluative response process,Functional disorder,25,MentalP
Amnesia,Functional disorder,25,MentalP
Communication,Neurodegenerative Disorders,25,MentalP
Indifferent mood,Depressive disorder,25,MentalP
Psychological Transfer,cortex bone disorders,25,MentalP
Hyperactive behavior,Hypertensive disease,25,MentalP
Body Weight,Liver diseases,25,MentalP
Feedback - system communication,Depressive disorder,25,MentalP
Physical activity,Parkinson Disease,25,MentalP
Mental association,Mild cognitive disorder,25,MentalP
Attention,Depressive disorder,25,MentalP
Anxiety,Parkinson Disease,25,MentalP
Drug Dependence,Recurrent disease,25,MentalP
Tinnitus,Functional disorder,25,MentalP
Mental concentration,Neurodegenerative Disorders,25,MentalP
Attention,Disorder nervous system,25,MentalP
On examination - apathetic,Depressive disorder,25,MentalP
Feedback - evaluative response process,Depressive disorder,25,MentalP
Feedback - system communication,Functional disorder,25,MentalP
Behavior,Mesulam Syndrome,25,MentalP
Autistic Disorder,Parkinson Disease,25,MentalP
Communication Response,Syndrome,24,MentalP
DEPRESSION MENTAL,Disease Progression,24,MentalP
Pain,Disorder nervous system,24,MentalP
Like,Mood Disorders,24,MentalP
Cocaine,Depressive disorder,24,MentalP
Social Role,Autoimmune Diseases,24,MentalP
Forgetful,Depressive disorder,24,MentalP
Like,Post-Traumatic Stress Disorder,24,MentalP
Psychological suppression,Spinal Cord Diseases,24,MentalP
Social Role,Syndrome, Bloch-Sulzberger,24,MentalP
Social Role,Hamartoma Syndrome, Multiple,24,MentalP
Motivation,Depressive disorder,24,MentalP
Mental association,Hamartoma Syndrome, Multiple,24,MentalP
Hallucinations, Visual,Lewy Body Disease,24,MentalP
Pain,Parkinson Disease,24,MentalP
Pain,Syndrome,24,MentalP
Social Role,Delirium, Dementia, Amnestic, Cognitive Disorders,24,MentalP
Abnormal behavior,Stress Disorders, Traumatic,24,MentalP
Body Weight,cortex bone disorders,24,MentalP
Social Role,Fetal Alcohol Syndrome,24,MentalP
Ethanol,Alcohol withdrawal syndrome,24,MentalP
Autistic Disorder,cortex bone disorders,23,MentalP
Behavior,Major Depressive Disorder,23,MentalP
Psychological inhibition,Fragile X Syndrome,23,MentalP
Chronic pain,Sensitization (disorder),23,MentalP
Repetitious behavior,Neurodevelopmental disorder,23,MentalP
Bradykinesia,Parkinsonian Disorders,23,MentalP
Swimming,Hodgkin Disease,23,MentalP
Hearing impairment,Functional disorder,23,MentalP
Insight,Syndrome,23,MentalP
Methamphetamine,Recurrent disease,23,MentalP
Anxiety,Major Depressive Disorder,23,MentalP
Projection Defense Mechanism,Pituitary Diseases,23,MentalP
Impaired cognition,Psychotic Disorders,23,MentalP
Memory,Post-Traumatic Stress Disorder,23,MentalP
Repetitious behavior,Autistic Disorder,23,MentalP
Like,Brain Diseases,23,MentalP
Stress, Psychological,Disorders, Mental,23,MentalP
Exercise,Disease Progression,23,MentalP
Tremor,Functional disorder,23,MentalP
Bradykinesia,Neurodegenerative Disorders,23,MentalP
Ethanol,Syndrome, Bloch-Sulzberger,23,MentalP
Autistic Disorder,Neurodegenerative Disorders,23,MentalP
Psychological suppression,Disease Progression,23,MentalP
Physical Contact,Spinal Cord Diseases,23,MentalP
Communication Response,Pervasive Development Disorder,23,MentalP
Social Role,Ataxia as late effect of cerebrovascular disease,23,MentalP
Performance,Mild cognitive disorder,22,MentalP
Feedback - evaluative response process,Spinal Cord Diseases,22,MentalP
biological adaptation to stress,Functional disorder,22,MentalP
Sex Behavior,Parkinson Disease,22,MentalP
Behavior,Mixed anxiety and depressive disorder,22,MentalP
Cognition,Brain Diseases,22,MentalP
Coitus,Parkinson Disease,22,MentalP
Impulsive Behavior,Attention Deficit Disorder,22,MentalP
Feedback - system communication,Spinal Cord Diseases,22,MentalP
Like,Sensitization (disorder),22,MentalP
Gilles de la Tourette syndrome,Down Syndrome,22,MentalP
Like,Dystonia Disorders,22,MentalP
Discussion,Alzheimer's Disease,22,MentalP
Sets (Psychology),Pervasive Development Disorder,22,MentalP
Suicide,Depressive disorder,22,MentalP
Behavior,Fetal Alcohol Spectrum Disorders,22,MentalP
Visual Fields,cortex bone disorders,22,MentalP
Psychological inhibition,Autism Spectrum Disorders,22,MentalP
Memory impairment,Neurotoxicity Syndromes,22,MentalP
Social Role,Vasodilation disorder,22,MentalP
Social Role,Cerebrovascular Disorders,22,MentalP
Involvement with,Pituitary Diseases,22,MentalP
Communication Response,Autism Spectrum Disorders,22,MentalP
Communication Response,Seasonal Affective Disorder,22,MentalP
Mental association,Motor Neuron Disease,22,MentalP
Communication Response,Huntington Disease,21,MentalP
Happiness,Seasonal Affective Disorder,21,MentalP
Like,Shy-Drager Syndrome,21,MentalP
Body Weight,Pituitary Diseases,21,MentalP
Communication Response,Disorder of pineal gland,21,MentalP
Like,Major Depressive Disorder,21,MentalP
Behavior,Cognition Disorders,21,MentalP
Social Role,Movement Disorders,21,MentalP
Insight,Autism Spectrum Disorders,21,MentalP
Discussion,Functional disorder,21,MentalP
Projection Defense Mechanism,Hamartoma Syndrome, Multiple,21,MentalP
Psychological inhibition,Migraine Disorders,21,MentalP
Mood,Bipolar Disorder,21,MentalP
Mental association,neuropathology disease,21,MentalP
Wakefulness,cortex bone disorders,21,MentalP
Impaired cognition,Bipolar Disorder,21,MentalP
Psychological Transfer,Disease Progression,21,MentalP
Communication Response,Migraine Disorders,21,MentalP
Sleep,Alzheimer's Disease,21,MentalP
Mood,Mood Disorders,21,MentalP
Emotions,Mood Disorders,21,MentalP
Drug Tolerance,Sensitization (disorder),21,MentalP
Unipolar Depression,Anxiety Disorders,21,MentalP
Cocaine,Neurotoxicity Syndromes,21,MentalP
Factors, Risk,Autistic Disorder,21,MentalP
Like,Ataxia as late effect of cerebrovascular disease,21,MentalP
Psychological inhibition,Syndrome, Bloch-Sulzberger,21,MentalP
Communication Response,Peripheral Arterial Diseases,21,MentalP
DEPRESSION MENTAL,Pituitary Diseases,21,MentalP
Pica Disease,Pica Disease,21,MentalP
Vision,DISORDERS OF THE OPTIC NERVE,21,MentalP
Hyperactive behavior,Psychotic Disorders,21,MentalP
Exercise,cortex bone disorders,21,MentalP
Social Role,Shy-Drager Syndrome,21,MentalP
Autistic Disorder,Developmental delay (disorder),20,MentalP
Social Interaction,Neurodevelopmental disorder,20,MentalP
Social Behavior,Autism Spectrum Disorders,20,MentalP
Interested,Autism Spectrum Disorders,20,MentalP
Insight,Retinal Diseases,20,MentalP
Anxiety,Autistic Disorder,20,MentalP
Involvement with,Parkinsonian Disorders,20,MentalP
Obsessive-Compulsive Personality,Obsessive-Compulsive Disorder,20,MentalP
Mood Disorders,Disorders, Mental,20,MentalP
Absence of pain sensation,Spinal Cord Diseases,20,MentalP
Factors, Risk,Cardiovascular Diseases,20,MentalP
DEPRESSION MENTAL,Post-Traumatic Stress Disorder,20,MentalP
Mental association,Spinal Cord Diseases,20,MentalP
Learning,Hamartoma Syndrome, Multiple,20,MentalP
DEPRESSION MENTAL,Autism Spectrum Disorders,20,MentalP
Unipolar Depression,Alzheimer's Disease,20,MentalP
Habituation, Psychophysiologic,Sensitization (disorder),20,MentalP
Coitus,Functional disorder,20,MentalP
Hearing,Diseases of inner ear,20,MentalP
Involvement with,Migraine Disorders,20,MentalP
Memory,Parkinson Disease,20,MentalP
Involvement with,Shy-Drager Syndrome,20,MentalP
Period, Critical (Psychology),cortex bone disorders,20,MentalP
Interested,Disorders, Mental,20,MentalP
Memory,Cognition Disorders,20,MentalP
Play,cortex bone disorders,20,MentalP
Hyperactive behavior,Disorders, Mental,20,MentalP
Memory,Autistic Disorder,20,MentalP
Communication Response,Autistic Disorder,20,MentalP
smell perception,Kallmann Syndrome,20,MentalP
Psychological suppression,Neurotoxicity Syndromes,20,MentalP
Methamphetamine,Functional disorder,20,MentalP
Psychological habituation,Sensitization (disorder),20,MentalP
Memory,Disease Progression,20,MentalP
Tremor,Movement Disorders,20,MentalP
Social Role,Lung diseases,20,MentalP
Behavioral change,Depressive disorder,20,MentalP
Seizures,neuropathology disease,20,MentalP
Impaired cognition,Lewy Body Disease,19,MentalP
Ethanol,Pituitary Diseases,19,MentalP
competition,cortex bone disorders,19,MentalP
Hyperactive behavior,Autism Spectrum Disorders,19,MentalP
Sets (Psychology),Spinal Cord Diseases,19,MentalP
Abnormal behavior,Mood Disorders,19,MentalP
Behavior,Dyskinetic syndrome,19,MentalP
Mood Disorders,Neurodegenerative Disorders,19,MentalP
Like,Van der Woude syndrome,19,MentalP
Mental association,Neurotoxicity Syndromes,19,MentalP
Like,Mixed anxiety and depressive disorder,19,MentalP
Craving,Recurrent disease,19,MentalP
Insight,Spinal Cord Diseases,19,MentalP
Impaired cognition,Sequela of disorder,19,MentalP
Emotions,Pervasive Development Disorder,19,MentalP
Involvement with,Lewy Body Disease,19,MentalP
Communication Response,Adult Fanconi syndrome,19,MentalP
Learning,Neurodegenerative Disorders,19,MentalP
Social Role,Sudden infant death syndrome,19,MentalP
Body Weight,Depressive disorder,19,MentalP
Cognition,neuropathology disease,19,MentalP
Exercise,Neurodegenerative Disorders,19,MentalP
Hyperactive behavior,Autistic Disorder,19,MentalP
Hyperactive behavior,Syndrome,19,MentalP
Memory, Short-Term,Alzheimer's Disease,19,MentalP
Periodontal Diseases,Periodontal Diseases,19,MentalP
Memory impairment,Disease Progression,19,MentalP
Behavior,Van der Woude syndrome,19,MentalP
Memory,Syndrome,19,MentalP
Uncertainty,Functional disorder,19,MentalP
Body Weight,Functional disorder,19,MentalP
Behavior,Ataxia as late effect of cerebrovascular disease,19,MentalP
Comprehension,Retinal Diseases,19,MentalP
Mental Retardation,Ataxia as late effect of cerebrovascular disease,19,MentalP
Pain,Phantom limb syndrome,19,MentalP
Withdrawal,Sensitization (disorder),19,MentalP
Stress, Psychological,Depressive disorder,19,MentalP
Conscious,cortex bone disorders,19,MentalP
Depressed mood,Major Depressive Disorder,19,MentalP
Addictive Behavior,Attention deficit hyperactivity disorder,19,MentalP
Stereotyped Behavior,Autism Spectrum Disorders,19,MentalP
Psychological suppression,Alzheimer's Disease,19,MentalP
Gilles de la Tourette syndrome,Obsessive-Compulsive Disorder,19,MentalP
Memory, Short-Term,Depressive disorder,18,MentalP
Social Behavior,Autistic Disorder,18,MentalP
Attention,Neurotoxicity Syndromes,18,MentalP
Addictive Behavior,Mood Disorders,18,MentalP
Methamphetamine,Syndrome, Bloch-Sulzberger,18,MentalP
Ethanol,Liver diseases,18,MentalP
Discussion,Parkinson Disease,18,MentalP
Psychological inhibition,Renal glomerular disease,18,MentalP
Impaired cognition,Attention deficit hyperactivity disorder,18,MentalP
psychological orientation,Retinal Diseases,18,MentalP
smell perception,Spinal Cord Diseases,18,MentalP
Psychological inhibition,Niemann-Pick Disease, Type C,18,MentalP
Impaired cognition,Delirium, Dementia, Amnestic, Cognitive Disorders,18,MentalP
Social Behavior,Functional disorder,18,MentalP
Mental association,Hypertensive disease,18,MentalP
Stress,Syndrome,18,MentalP
Visual learning,cortex bone disorders,18,MentalP
Anxiety,Alzheimer's Disease,18,MentalP
Psychological inhibition,Huntington Disease,18,MentalP
Withdrawal,cortex bone disorders,18,MentalP
Learning,Parkinson Disease,18,MentalP
Involvement with,Hypertensive disease,18,MentalP
Anxiety,Post-Traumatic Stress Disorder,18,MentalP
Mood Disorders,Bipolar Disorder,18,MentalP
Interested,Neurodevelopmental disorder,18,MentalP
Suicide,Major Depressive Disorder,18,MentalP
Comprehension,CNS disorder,18,MentalP
Behavioral change,Alzheimer's Disease,18,MentalP
Social Role,Communicable Diseases,18,MentalP
Mood,Disorders, Mental,18,MentalP
Behavior,Syndrome, Bloch-Sulzberger,18,MentalP
Autistic Disorder,Down Syndrome,18,MentalP
Social Role,Metabolic Syndrome X,18,MentalP
Anxiety,Pervasive Development Disorder,18,MentalP
Mental association,Lewy Body Disease,18,MentalP
Impaired cognition,Pervasive Development Disorder,17,MentalP
Factors, Risk,Metabolic Syndrome X,17,MentalP
Mood,Major Depressive Disorder,17,MentalP
Involvement with,Attention deficit hyperactivity disorder,17,MentalP
Insight,neuropathology disease,17,MentalP
Involvement with,Liver diseases,17,MentalP
Behavior,Niemann-Pick Disease, Type C,17,MentalP
Emotions,Stress Disorders, Traumatic,17,MentalP
Availability of,Spinal Cord Diseases,17,MentalP
Anxiety,Obsessive-Compulsive Disorder,17,MentalP
Communication,Spinal Cord Diseases,17,MentalP
Emotions,Alzheimer's Disease,17,MentalP
Social Interaction,Depressive disorder,17,MentalP
Social Role,Inflammatory disorder,17,MentalP
Psychological inhibition,Recurrent disease,17,MentalP
Comprehension,Migraine Disorders,17,MentalP
Anxiety,Pituitary Diseases,17,MentalP
Performance,Spinal Cord Diseases,17,MentalP
Gilles de la Tourette syndrome,Tic disorder,17,MentalP
Impaired cognition,Hypertensive disease,17,MentalP
Speech and language disorder,Speech and language disorder,17,MentalP
Mental concentration,Disorder nervous system,17,MentalP
Psychological inhibition,Rett Syndrome,17,MentalP
Social Role,Gilles de la Tourette syndrome,17,MentalP
Factors, Risk,Cerebrovascular Disorders,17,MentalP
Like,Dyskinetic syndrome,17,MentalP
Social Role,Motor Neuron Disease,17,MentalP
Abnormal behavior,Disease Progression,17,MentalP
Cocaine,Functional disorder,17,MentalP
Hyperactive behavior,Pituitary Diseases,17,MentalP
Communication Response,Niemann-Pick Disease, Type C,17,MentalP
Conditionings (Psychology),Sensitization (disorder),17,MentalP
Tremor,Dystonia Disorders,17,MentalP
Bradykinesia,Movement Disorders,17,MentalP
Emotional Strain,Cyclical vomiting syndrome (disorder),17,MentalP
Like,Anxiety Disorders,17,MentalP
Uncertainty,Parkinson Disease,17,MentalP
DEPRESSION MENTAL,Sleep Disorders,17,MentalP
Interested,cortex bone disorders,17,MentalP
Attribution,Functional disorder,17,MentalP
Touch sensation,cortex bone disorders,17,MentalP
Sex Behavior,Pervasive Development Disorder,17,MentalP
Social Role,DISORDERS OF THE OPTIC NERVE,17,MentalP
Feeling content,cortex bone disorders,17,MentalP
Abnormal behavior,Disorder nervous system,17,MentalP
Interested,Pervasive Development Disorder,17,MentalP
Initiative,Mild cognitive disorder,17,MentalP
Intrinsic drive,Functional disorder,17,MentalP
Social Role,Polycystic Ovary Syndrome,17,MentalP
Behavior,Renal glomerular disease,17,MentalP
Spatial Memory,Functional disorder,17,MentalP
Behavior,Mucocutaneous Lymph Node Syndrome,17,MentalP
DEPRESSION MENTAL,Obsessive-Compulsive Disorder,17,MentalP
Like,Liver diseases,17,MentalP
Psychological inhibition,Syndrome,17,MentalP
Tic disorder,Gilles de la Tourette syndrome,17,MentalP
Behavior,Rett Syndrome,17,MentalP
Like,Virus Diseases,16,MentalP
Projection Defense Mechanism,Neurodegenerative Disorders,16,MentalP
Mental association,Autism Spectrum Disorders,16,MentalP
Availability of,Syndrome,16,MentalP
Sets (Psychology),Parkinson Disease,16,MentalP
Inattention,Attention deficit hyperactivity disorder,16,MentalP
Anxiety,Autism Spectrum Disorders,16,MentalP
Psychological suppression,Pituitary Diseases,16,MentalP
Visual learning,Functional disorder,16,MentalP
