concept,disease,appearTimes,conceptClass
CNTNAP2 Gene,Autism Spectrum Disorders,16,Gene
CDKL5 gene,Neurodevelopmental disorder,16,Gene
PARK2 gene,Neurotoxicity Syndromes,16,Gene
SQSTM1 wt Allele,Alzheimer's Disease,16,Gene
TH gene,Parkinsonian Disorders,16,Gene
Heterozygote,cortex bone disorders,16,Gene
Transgenes,cortex bone disorders,16,Gene
GHRH Gene,Pituitary Diseases,16,Gene
CALCA Gene,Spinal Cord Diseases,16,Gene
F3 Gene,cortex bone disorders,16,Gene
EEF1A2 wt Allele,Parkinson Disease,15,Gene
MTOR Gene,Autism Spectrum Disorders,15,Gene
PBX1 wt Allele,Pituitary Diseases,15,Gene
RASA1 Gene,cortex bone disorders,15,Gene
NTRK2 Gene,Functional disorder,15,Gene
Alleles,Neurodevelopmental disorder,15,Gene
TP53 gene,Neurotoxicity Syndromes,15,Gene
NGFR Gene,Spinal Cord Diseases,15,Gene
RANGAP1 wt Allele,Depressive disorder,15,Gene
PSEN1 wt Allele,Disease Progression,15,Gene
YY1 wt Allele,cortex bone disorders,15,Gene
FAM49B wt Allele,cortex bone disorders,15,Gene
RASA1 wt Allele,Spinal Cord Diseases,15,Gene
BECN1 Gene,cortex bone disorders,15,Gene
OXT Gene,Autistic Disorder,15,Gene
MAPT wt Allele,Mohr-Tranebjaerg syndrome,15,Gene
SET Gene,Retinal Diseases,15,Gene
MSN Gene,Depressive disorder,15,Gene
NR4A3 wt Allele,cortex bone disorders,15,Gene
SIRT1 Gene,Neurodegenerative Disorders,15,Gene
NR4A3 Gene,cortex bone disorders,15,Gene
DMD gene,Alzheimer's Disease,15,Gene
Genome,Brain Diseases,15,Gene
TTN wt Allele,Temporomandibular Joint Disorders,15,Gene
MECP2 gene,Autistic Disorder,15,Gene
MTOR Gene,Alzheimer's Disease,15,Gene
TP53 wt Allele,Neurotoxicity Syndromes,15,Gene
LITAF gene,Depressive disorder,15,Gene
RASA1 wt Allele,cortex bone disorders,15,Gene
Haploinsufficiency,Syndrome,15,Gene
FMR1 gene,Neurodegenerative Disorders,15,Gene
Genes,Cognition Disorders,15,Gene
DCX gene,cortex bone disorders,15,Gene
ATP8A2 wt Allele,Parkinson Disease,15,Gene
CD69 wt Allele,Syndrome,15,Gene
MME Gene,Alzheimer's Disease,15,Gene
ROS1 wt Allele,Alzheimer's Disease,15,Gene
CALCA Gene,cortex bone disorders,15,Gene
MECP2 wt Allele,Functional disorder,15,Gene
TF gene,cortex bone disorders,15,Gene
NTRK2 Gene,Retinal Diseases,15,Gene
KHDRBS1 wt Allele,Alzheimer's Disease,15,Gene
POR Gene,cortex bone disorders,15,Gene
FASTK Gene,Spinal Cord Diseases,15,Gene
PARK2 wt Allele,Parkinson Disease,15,Gene
EPHB2 Gene,Neurotoxicity Syndromes,15,Gene
HCRT Gene,Spinal Cord Diseases,15,Gene
TTN wt Allele,Myeloproliferative Syndrome, Transient,15,Gene
VDAC2 wt Allele,cortex bone disorders,15,Gene
CD69 wt Allele,Retinal Diseases,15,Gene
ROS1 Gene,Alzheimer's Disease,15,Gene
TTN wt Allele,Temporomandibular Joint Dysfunction Syndrome,15,Gene
NLRP3 Gene,Van der Woude syndrome,15,Gene
Estrogen Receptors,Neurotoxicity Syndromes,15,Gene
CDK5R1 Gene,Neurodegenerative Disorders,15,Gene
C9orf72 Gene,Functional disorder,15,Gene
FASTK Gene,Disease Progression,14,Gene
BACE1 Gene,cortex bone disorders,14,Gene
Chloramphenicol O-Acetyltransferase,Leigh Disease,14,Gene
FAT wt Allele,Liver diseases,14,Gene
NGF Gene,Spinal Cord Diseases,14,Gene
GLI3 wt Allele,Greig cephalopolysyndactyly syndrome,14,Gene
F3 wt Allele,cortex bone disorders,14,Gene
PSEN1 wt Allele,Functional disorder,14,Gene
CALCA wt Allele,cortex bone disorders,14,Gene
PCYT1A wt Allele,cortex bone disorders,14,Gene
Chloramphenicol Acetyl Transferase Gene,Leigh Disease,14,Gene
AKT1S1 wt Allele,Retinal Diseases,14,Gene
PDC Gene,Parkinsonian Disorders,14,Gene
PIK3CA wt Allele,Neurotoxicity Syndromes,14,Gene
IAPP Gene,Alzheimer's Disease,14,Gene
MAPK14 Gene,Neurotoxicity Syndromes,14,Gene
PTPN11 wt Allele,Cardio-facio-cutaneous syndrome,14,Gene
Genes,Mood Disorders,14,Gene
FYN wt Allele,Parkinson Disease,14,Gene
MAPT wt Allele,Huntington Disease,14,Gene
SH3PXD2A wt Allele,Spinal Cord Diseases,14,Gene
c-fos Genes,Sensitization (disorder),14,Gene
CD69 wt Allele,Mild cognitive disorder,14,Gene
Wild Type,Liver diseases,14,Gene
FAT1 gene,Liver diseases,14,Gene
RANGAP1 wt Allele,cortex bone disorders,14,Gene
Haploinsufficiency,Autism Spectrum Disorders,14,Gene
Tumor Necrosis Factor-alpha,Depressive disorder,14,Gene
CR2 wt Allele,Hamartoma Syndrome, Multiple,14,Gene
PNP Gene,Neurotoxicity Syndromes,14,Gene
CD55 wt Allele,Hamartoma Syndrome, Multiple,14,Gene
FYN Gene,Parkinson Disease,14,Gene
CDK5R1 wt Allele,Alzheimer's Disease,14,Gene
Genes,Migraine Disorders,14,Gene
INS gene,cortex bone disorders,14,Gene
Transgenes,Alzheimer's Disease,14,Gene
ATP8A2 wt Allele,Neurodegenerative Disorders,14,Gene
PHGDH wt Allele,Syndrome,14,Gene
TARDBP Gene,Neurodegenerative Disorders,14,Gene
Genes,Gaucher Disease,14,Gene
CAT Gene,Leigh Disease,14,Gene
CD36 wt Allele,Liver diseases,14,Gene
CDK5R1 Gene,Alzheimer's Disease,14,Gene
HTR1A wt Allele,Depressive disorder,14,Gene
PNP wt Allele,Neurotoxicity Syndromes,14,Gene
MAPK3 wt Allele,Neurotoxicity Syndromes,14,Gene
ELL wt Allele,Depressive disorder,14,Gene
MAPK1 wt Allele,Neurotoxicity Syndromes,14,Gene
MAPK3 Gene,Neurotoxicity Syndromes,14,Gene
PITX2 wt Allele,Depressive disorder,14,Gene
CD36 Gene,Liver diseases,14,Gene
GDNF Gene,Spinal Cord Diseases,14,Gene
Wild Type,DISORDERS OF THE OPTIC NERVE,14,Gene
MAPT wt Allele,Shwachman syndrome,14,Gene
FGFR1 wt Allele,cortex bone disorders,14,Gene
Heterozygote,Functional disorder,13,Gene
SET Gene,Neurodegenerative Disorders,13,Gene
INS gene,Disease Progression,13,Gene
C5 Gene,Spinal Cord Diseases,13,Gene
AIMP2 Gene,Neurotoxicity Syndromes,13,Gene
CD69 wt Allele,Disorder nervous system,13,Gene
RELN Gene,Functional disorder,13,Gene
DHPS wt Allele,Alzheimer's Disease,13,Gene
MSN Gene,Huntington Disease,13,Gene
Promoter,Alzheimer's Disease,13,Gene
GFAP gene,Alzheimer's Disease,13,Gene
LEP Gene,Metabolic Diseases,13,Gene
CHD8 Gene,Autism Spectrum Disorders,13,Gene
HTT gene,Brain Diseases,13,Gene
CRH wt Allele,Pituitary Diseases,13,Gene
Genes,Lewy Body Disease,13,Gene
LEP Gene,Depressive disorder,13,Gene
MTOR Gene,Pervasive Development Disorder,13,Gene
Genes,Communicable Diseases,13,Gene
CAT Gene,Liver diseases,13,Gene
Genes,Prion Diseases,13,Gene
Genome,Disorder nervous system,13,Gene
SH2D3C wt Allele,Alzheimer's Disease,13,Gene
ATP8A2 wt Allele,Spinal Cord Diseases,13,Gene
Retinoic Acid Response Element,Autistic Disorder,13,Gene
DDR1 Gene,Alzheimer's Disease,13,Gene
SOD1 gene,Motor Neuron Disease,13,Gene
ATP8A2 wt Allele,Alzheimer's Disease,13,Gene
SH2D3C Gene,Alzheimer's Disease,13,Gene
Genome,Autism Spectrum Disorders,13,Gene
ENG wt Allele,DISORDERS OF THE OPTIC NERVE,13,Gene
PARK2 gene,Parkinsonian Disorders,13,Gene
TFRC wt Allele,Spinal Cord Diseases,13,Gene
ESR1 wt Allele,Delirium, Dementia, Amnestic, Cognitive Disorders,13,Gene
TARDBP wt Allele,neuropathology disease,13,Gene
PANK2 gene,Hallervorden-Spatz Syndrome,13,Gene
TBR1 Gene,Autism Spectrum Disorders,13,Gene
HCRT Gene,Sudden infant death syndrome,13,Gene
SLC1A2 wt Allele,cortex bone disorders,13,Gene
INS gene,Retinal Diseases,13,Gene
BDNF Gene,Huntington Disease,13,Gene
DNA, Mitochondrial,Neurodegenerative Disorders,13,Gene
CDKN2A wt Allele,cortex bone disorders,13,Gene
Genes,Obsessive-Compulsive Disorder,13,Gene
Retinoic Acid Response Element,Disorders, Mental,13,Gene
BCL2A1 wt Allele,Melkersson-Rosenthal Syndrome,13,Gene
HTT gene,Motor Neuron Disease,13,Gene
CAT Gene,Alzheimer's Disease,13,Gene
SLC6A3 Gene,Parkinsonian Disorders,13,Gene
INS gene,Neurotoxicity Syndromes,13,Gene
GRIN2B Gene,Depressive disorder,13,Gene
Retinoic Acid Response Element,Rett Syndrome,13,Gene
DHPS wt Allele,Down Syndrome,13,Gene
MAPK14 wt Allele,Neurotoxicity Syndromes,13,Gene
HEXA gene,Tay-Sachs Disease,13,Gene
Genome,Autistic Disorder,13,Gene
C9orf72 Gene,Syndrome,13,Gene
Wild Type,Hamartoma Syndrome, Multiple,13,Gene
ATP8A2 wt Allele,Van der Woude syndrome,13,Gene
Genome,Bipolar Disorder,13,Gene
Genes,Pelizaeus-Merzbacher Disease,13,Gene
SIRT1 Gene,Alzheimer's Disease,13,Gene
Homozygote,Ataxia as late effect of cerebrovascular disease,13,Gene
Genes,Movement Disorders,13,Gene
OLIG2 Gene,Spinal Cord Diseases,13,Gene
Genes,Charcot-Marie-Tooth Disease,13,Gene
LRRK2 gene,Neurotoxicity Syndromes,13,Gene
SST Gene,Huntington Disease,13,Gene
Genes,Klinefelter Syndrome,13,Gene
ESR1 wt Allele,Alzheimer's Disease,13,Gene
RHOA Gene,cortex bone disorders,13,Gene
AIMP2 wt Allele,Neurotoxicity Syndromes,13,Gene
Heterozygote,Autistic Disorder,13,Gene
Genes,Virus Diseases,12,Gene
KRT17 wt Allele,Huntington Disease,12,Gene
TNFRSF1B wt Allele,cortex bone disorders,12,Gene
PNP wt Allele,Huntington Disease,12,Gene
estrogen receptor alpha, human,Functional disorder,12,Gene
Chromosomes, Human, Pair 21,Syndrome,12,Gene
SST wt Allele,cortex bone disorders,12,Gene
Wild Type,Niemann-Pick Disease, Type C,12,Gene
SST Gene,Functional disorder,12,Gene
LITAF gene,Functional disorder,12,Gene
GNRH1 wt Allele,Polycystic Ovary Syndrome,12,Gene
HTT gene,Degenerative disorder,12,Gene
ASPA gene,Canavan Disease,12,Gene
GNRH1 Gene,Polycystic Ovary Syndrome,12,Gene
estrogen receptor alpha, human,Neurotoxicity Syndromes,12,Gene
estrogen receptor alpha, human,Alzheimer's Disease,12,Gene
PINK1 gene,Parkinsonian Disorders,12,Gene
PTEN gene,Autistic Disorder,12,Gene
UBE3A gene,Autism Spectrum Disorders,12,Gene
PARK7 Gene,Parkinson Disease,12,Gene
PNP Gene,Huntington Disease,12,Gene
IRF6 wt Allele,Depressive disorder,12,Gene
Homozygote,Functional disorder,12,Gene
ENG wt Allele,Alzheimer's Disease,12,Gene
CD69 wt Allele,Pervasive Development Disorder,12,Gene
MAPK3 wt Allele,cortex bone disorders,12,Gene
CREB1 wt Allele,Alzheimer's Disease,12,Gene
MAPT wt Allele,Nail-Patella Syndrome,12,Gene
PITX2 wt Allele,Bloom Syndrome,12,Gene
c-fos Genes,Depressive disorder,12,Gene
APP gene,Familial Alzheimer Disease (FAD),12,Gene
LRRK2 gene,Parkinsonian Disorders,12,Gene
Promoter,Retinal Diseases,12,Gene
ESR1 Gene,Alzheimer's Disease,12,Gene
GNRH1 Gene,Kallmann Syndrome,12,Gene
Wild Type,neuropathology disease,12,Gene
RELN Gene,Depressive disorder,12,Gene
Genes,Psychotic Disorders,12,Gene
PIK3CA wt Allele,Alzheimer's Disease,12,Gene
PMP22 wt Allele,Charcot-Marie-Tooth disease, type IA (disorder),12,Gene
Estrogen Receptors,Functional disorder,12,Gene
ESR1 wt Allele,Neurotoxicity Syndromes,12,Gene
HTT gene,Disorders, Mental,12,Gene
FANCE wt Allele,Fetal Alcohol Syndrome,12,Gene
CNTNAP2 Gene,Autistic Disorder,12,Gene
LRP2 wt Allele,Parkinson Disease,12,Gene
MTOR Gene,Neurodevelopmental disorder,12,Gene
PNP wt Allele,cortex bone disorders,12,Gene
ESR1 Gene,Neurotoxicity Syndromes,12,Gene
ENG wt Allele,Disorder of pineal gland,12,Gene
MTR Gene,Disease Progression,12,Gene
CD69 wt Allele,Migraine Disorders,12,Gene
FLNA wt Allele,Spinal Cord Diseases,12,Gene
CCL2 Gene,Spinal Cord Diseases,12,Gene
CA9 Gene,Spinal Cord Diseases,12,Gene
CDKL5 gene,Rett Syndrome,12,Gene
SLC1A2 Gene,Spinal Cord Diseases,12,Gene
MECP2 wt Allele,Disorder nervous system,12,Gene
APOE gene,Mild cognitive disorder,12,Gene
GRM5 wt Allele,Depressive disorder,12,Gene
TNF Gene,Depressive disorder,12,Gene
MPZ gene,cortex bone disorders,12,Gene
RANGAP1 wt Allele,Migraine Disorders,12,Gene
GYPA Gene,Spinal Cord Diseases,12,Gene
CD69 wt Allele,Huntington Disease,12,Gene
INS gene,Depressive disorder,12,Gene
MSC Gene,Alzheimer's Disease,12,Gene
Alleles,Disease Progression,12,Gene
CREB1 Gene,Alzheimer's Disease,12,Gene
PNP Gene,cortex bone disorders,12,Gene
ENG wt Allele,Retinal Diseases,12,Gene
Estrogen Receptors,Alzheimer's Disease,12,Gene
MTR wt Allele,Disease Progression,12,Gene
GRIN2B Gene,cortex bone disorders,12,Gene
LRRK2 gene,Disease Progression,12,Gene
MAPK3 Gene,cortex bone disorders,12,Gene
YY1 wt Allele,Spinal Cord Diseases,12,Gene
ELANE Gene,cortex bone disorders,12,Gene
NGF Gene,Functional disorder,12,Gene
Retinoic Acid Response Element,Spinal Cord Diseases,12,Gene
FOXP2 Gene,cortex bone disorders,12,Gene
Genome,Disorders, Mental,12,Gene
CD55 wt Allele,Depressive disorder,12,Gene
DMD gene,cortex bone disorders,12,Gene
LRRK2 gene,Gardner Syndrome,11,Gene
INS gene,Parkinson Disease,11,Gene
PPARA Gene,Neurodegenerative Disorders,11,Gene
GRN Gene,Alzheimer's Disease,11,Gene
GAG Gene,Hamartoma Syndrome, Multiple,11,Gene
VPS13B gene,Cohen syndrome,11,Gene
BECN1 Gene,Alzheimer's Disease,11,Gene
EREG wt Allele,Functional disorder,11,Gene
TP53 wt Allele,cortex bone disorders,11,Gene
ENG wt Allele,Pituitary Diseases,11,Gene
SOD1 gene,Neurodegenerative Disorders,11,Gene
MPZ gene,Parkinsonian Disorders,11,Gene
ESR1 wt Allele,Functional disorder,11,Gene
MAP Kinase Gene,cortex bone disorders,11,Gene
TNFRSF1B wt Allele,Alzheimer's Disease,11,Gene
GRM5 wt Allele,Fragile X Syndrome,11,Gene
S100A1 wt Allele,Alzheimer's Disease,11,Gene
PSEN2 Gene,Alzheimer's Disease,11,Gene
PPFIBP1 wt Allele,Spinal Cord Diseases,11,Gene
IRF6 wt Allele,Popliteal pterygium syndrome,11,Gene
RASA1 Gene,Functional disorder,11,Gene
ATP8A2 wt Allele,Retinal Diseases,11,Gene
AKT1S1 wt Allele,Spinal Cord Diseases,11,Gene
RANGAP1 wt Allele,Retinal Diseases,11,Gene
SH2D1A gene,Prune Belly Syndrome,11,Gene
BRCA1 wt Allele,Retinal Diseases,11,Gene
CD69 wt Allele,Brain Diseases,11,Gene
NTF3 Gene,Spinal Cord Diseases,11,Gene
PRRT2 wt Allele,Neurotoxicity Syndromes,11,Gene
DHPS wt Allele,Retinal Diseases,11,Gene
Long Interspersed Element,Autism Spectrum Disorders,11,Gene
BACE1 Gene,Functional disorder,11,Gene
ESR1 Gene,Functional disorder,11,Gene
TP53 gene,cortex bone disorders,11,Gene
IL6 Gene,Van der Woude syndrome,11,Gene
RELN Gene,Disorders, Mental,11,Gene
PSIP1 Gene,Alzheimer's Disease,11,Gene
NTRK2 Gene,cortex bone disorders,11,Gene
MAPK8 wt Allele,cortex bone disorders,11,Gene
PRNP gene,Functional disorder,11,Gene
TOR1A gene,Dystonia Disorders,11,Gene
MAP1LC3A wt Allele,Alzheimer's Disease,11,Gene
MAPT wt Allele,DISORDERS OF THE OPTIC NERVE,11,Gene
MME wt Allele,Alzheimer's Disease,11,Gene
MAP1LC3A Gene,Alzheimer's Disease,11,Gene
PSIP1 Gene,cortex bone disorders,11,Gene
APP gene,neuropathology disease,11,Gene
MECP2 wt Allele,Autistic Disorder,11,Gene
SOD1 wt Allele,Feline urological syndrome,11,Gene
CD69 wt Allele,Disorders, Mental,11,Gene
CUX1 wt Allele,Alzheimer's Disease,11,Gene
Genotype,Disease Progression,11,Gene
HTT gene,Prion Diseases,11,Gene
LEP Gene,Hypertensive disease,11,Gene
RASA1 wt Allele,Functional disorder,11,Gene
SLC12A2 Gene,cortex bone disorders,11,Gene
CHAT Gene,Retinal Diseases,11,Gene
PRF1 wt Allele,Spinal Cord Diseases,11,Gene
MTOR Gene,Autistic Disorder,11,Gene
TP53 wt Allele,Functional disorder,11,Gene
Trinucleotide Repeats,Neurodegenerative Disorders,11,Gene
MTOR Gene,Disorder nervous system,11,Gene
CALCA Gene,Migraine Disorders,11,Gene
IAPP wt Allele,Alzheimer's Disease,11,Gene
STAT3 Gene,cortex bone disorders,11,Gene
Heterozygote,Huntington Disease,11,Gene
CALCA wt Allele,Spinal Cord Diseases,11,Gene
SHH Gene,Spinal Cord Diseases,11,Gene
TP53 gene,Functional disorder,11,Gene
CDK5 Gene,Alzheimer's Disease,11,Gene
CTSB Gene,Alzheimer's Disease,11,Gene
LRP1 Gene,Alzheimer's Disease,11,Gene
EEF1A2 wt Allele,Dyskinetic syndrome,11,Gene
Heterozygote,Neurodevelopmental disorder,11,Gene
ADAM10 Gene,Alzheimer's Disease,11,Gene
ABCB6 wt Allele,Gerstmann-Straussler-Scheinker Disease,11,Gene
CUX1 wt Allele,cortex bone disorders,11,Gene
PRF1 wt Allele,cortex bone disorders,11,Gene
MAPK8 wt Allele,Neurotoxicity Syndromes,11,Gene
ELL wt Allele,Major Depressive Disorder,11,Gene
SIRT1 Gene,Huntington Disease,11,Gene
Retinoic Acid Response Element,Ataxia as late effect of cerebrovascular disease,11,Gene
SET Gene,Functional disorder,11,Gene
MAPK1 wt Allele,cortex bone disorders,11,Gene
SLC12A2 wt Allele,cortex bone disorders,11,Gene
S100B wt Allele,Alzheimer's Disease,11,Gene
SLC2A1 Gene,cortex bone disorders,10,Gene
TNF Gene,Parkinson Disease,10,Gene
ELL wt Allele,Disorders, Mental,10,Gene
UBE3A gene,Arterial Tortuosity Syndrome,10,Gene
PROC Gene,Functional disorder,10,Gene
CDT1 wt Allele,Pervasive Development Disorder,10,Gene
IRF6 wt Allele,Neurotoxicity Syndromes,10,Gene
LEP Gene,Pituitary Diseases,10,Gene
TARDBP wt Allele,Disease Progression,10,Gene
AMD1 wt Allele,Glycogen storage disease type II,10,Gene
MAPT wt Allele,Prion Diseases,10,Gene
MDK Gene,cortex bone disorders,10,Gene
GFAP gene,Christ-Siemens-Touraine syndrome,10,Gene
Genetic Predisposition to Disease,Parkinson Disease,10,Gene
ENG wt Allele,Disease Progression,10,Gene
ANG Gene,Functional disorder,10,Gene
CD69 wt Allele,DISORDERS OF THE OPTIC NERVE,10,Gene
NPY wt Allele,cortex bone disorders,10,Gene
RELN Gene,Pervasive Development Disorder,10,Gene
CREB1 Gene,cortex bone disorders,10,Gene
TP53 gene,Neurodegenerative Disorders,10,Gene
PLP1 gene,Shy-Drager Syndrome,10,Gene
Alleles,Huntington Disease,10,Gene
FUS Gene,Motor Neuron Disease,10,Gene
ROS1 Gene,Functional disorder,10,Gene
MET Gene,Autism Spectrum Disorders,10,Gene
LMNA wt Allele,cortex bone disorders,10,Gene
BDNF Gene,Sensitization (disorder),10,Gene
Genes,Idiopathic Hypereosinophilic Syndrome,10,Gene
SOD1 gene,cortex bone disorders,10,Gene
APP gene,Spinal Cord Diseases,10,Gene
HCRT wt Allele,Christ-Siemens-Touraine syndrome,10,Gene
OXT Gene,Spinal Cord Diseases,10,Gene
LITAF gene,Spinal Cord Diseases,10,Gene
PRNP gene,cortex bone disorders,10,Gene
SATB2 Gene,cortex bone disorders,10,Gene
GRM5 wt Allele,cortex bone disorders,10,Gene
GBA wt Allele,Gaucher Disease,10,Gene
CD69 wt Allele,Liver diseases,10,Gene
GATA3 wt Allele,Barakat syndrome,10,Gene
IAPP Gene,Neurotoxicity Syndromes,10,Gene
HTT gene,Syndrome,10,Gene
PTHLH wt Allele,Shy-Drager Syndrome,10,Gene
Genes,Niemann-Pick disease, type C2,10,Gene
SQSTM1 Gene,Parkinson Disease,10,Gene
KRAS wt Allele,Niemann-Pick Disease, Type C,10,Gene
Genome,Neurodevelopmental disorder,10,Gene
SLC1A2 Gene,cortex bone disorders,10,Gene
PPARA wt Allele,Neurodegenerative Disorders,10,Gene
SET Gene,Disease Progression,10,Gene
SOD1 wt Allele,Syndrome,10,Gene
TP53 wt Allele,Neurodegenerative Disorders,10,Gene
CR2 wt Allele,Melkersson-Rosenthal Syndrome,10,Gene
Heterozygote,Alzheimer's Disease,10,Gene
VHL gene,Von Hippel-Lindau Syndrome,10,Gene
GFAP gene,DISORDERS OF THE OPTIC NERVE,10,Gene
GBA gene,Lysosomal Storage Diseases,10,Gene
NLRP3 Gene,Disease Progression,10,Gene
HMGB1 Gene,Functional disorder,10,Gene
CCL2 wt Allele,Van der Woude syndrome,10,Gene
c-fos Genes,Hypertensive disease,10,Gene
LRRK2 gene,cortex bone disorders,10,Gene
SLC6A4 gene,cortex bone disorders,10,Gene
Estrogen Receptors,Niemann-Pick Disease, Type C,10,Gene
CRH Gene,Functional disorder,10,Gene
ESR1 wt Allele,Niemann-Pick Disease, Type C,10,Gene
FOXP1 Gene,Autistic Disorder,10,Gene
estrogen receptor alpha, human,Niemann-Pick Disease, Type C,10,Gene
Genes,Shy-Drager Syndrome,10,Gene
TNC Gene,Migraine Disorders,10,Gene
ROS1 wt Allele,Functional disorder,10,Gene
GNRH2 wt Allele,Pituitary Diseases,10,Gene
MAP Kinase Gene,Functional disorder,10,Gene
PODXL Gene,Functional disorder,10,Gene
EPHB2 Gene,Alzheimer's Disease,10,Gene
HTT gene,Dystonia Disorders,10,Gene
PNP wt Allele,Milroy Disease,10,Gene
ATP7A wt Allele,cortex bone disorders,10,Gene
ZEB2 Gene,Mowat-Wilson syndrome,10,Gene
CXCL10 wt Allele,Spinal Cord Diseases,10,Gene
Promoter,Parkinson Disease,10,Gene
PHGDH wt Allele,Disorder nervous system,10,Gene
FST wt Allele,Depressive disorder,10,Gene
MSH3 Gene,Pervasive Development Disorder,10,Gene
NOTCH3 gene,CADASIL Syndrome,10,Gene
SET Gene,Autism Spectrum Disorders,10,Gene
PNP Gene,Milroy Disease,10,Gene
TBX1 wt Allele,Shprintzen syndrome,10,Gene
UBE3A gene,Andersen Syndrome,10,Gene
SYP Gene,Retinal Diseases,10,Gene
GAA gene,Generalized glycogen storage disease of infants,10,Gene
HLA-G Gene,cortex bone disorders,10,Gene
SIRT2 Gene,Parkinson Disease,10,Gene
CRH Gene,Disorders, Mental,10,Gene
MECP2 wt Allele,Pervasive Development Disorder,10,Gene
Genes,Bardet-Biedl Syndrome,10,Gene
ID1 wt Allele,Autism Spectrum Disorders,10,Gene
POMC wt Allele,Hypertensive disease,10,Gene
ERBB4 Gene,Functional disorder,10,Gene
KRT17 wt Allele,Functional disorder,10,Gene
TCEA1 wt Allele,cortex bone disorders,10,Gene
HCRT Gene,Christ-Siemens-Touraine syndrome,10,Gene
HP Gene,Alzheimer's Disease,10,Gene
Genes,Angelman Syndrome,10,Gene
ESR1 Gene,Niemann-Pick Disease, Type C,10,Gene
AMD1 Gene,Glycogen storage disease type II,10,Gene
LITAF gene,Neurotoxicity Syndromes,10,Gene
GNRH2 Gene,Pituitary Diseases,10,Gene
OLIG2 Gene,Down Syndrome,10,Gene
EREG wt Allele,Alzheimer's Disease,10,Gene
Genes,Lung diseases,10,Gene
PLP1 wt Allele,Shy-Drager Syndrome,10,Gene
LITAF gene,Parkinson Disease,10,Gene
SH2D1A wt Allele,Prune Belly Syndrome,10,Gene
TBX5 wt Allele,Holt-Oram syndrome,10,Gene
c-fos Genes,Pituitary Diseases,10,Gene
HTT gene,Spinal Cord Diseases,10,Gene
RCAN1 Gene,Alzheimer's Disease,10,Gene
TCEA1 Gene,cortex bone disorders,10,Gene
MAPT wt Allele,Cognition Disorders,10,Gene
GRIN2A wt Allele,Functional disorder,10,Gene
AMH Gene,Polycystic Ovary Syndrome,10,Gene
Exons,cortex bone disorders,10,Gene
CRH Gene,Alzheimer's Disease,10,Gene
CDT1 Gene,Pervasive Development Disorder,10,Gene
PROC wt Allele,Functional disorder,10,Gene
SIRT1 Gene,cortex bone disorders,10,Gene
MDK wt Allele,cortex bone disorders,10,Gene
Alleles,Depressive disorder,10,Gene
CD55 wt Allele,Melkersson-Rosenthal Syndrome,10,Gene
Alleles,Ataxia as late effect of cerebrovascular disease,10,Gene
PHGDH wt Allele,Alzheimer's Disease,10,Gene
TM4SF1 wt Allele,cortex bone disorders,10,Gene
GRM5 Gene,cortex bone disorders,10,Gene
Long Interspersed Element,Fragile X Syndrome,10,Gene
CREB1 wt Allele,cortex bone disorders,10,Gene
BDNF Gene,Rett Syndrome,10,Gene
PODXL wt Allele,Functional disorder,10,Gene
EREG wt Allele,Neurotoxicity Syndromes,10,Gene
