concept,disease,appearTimes,conceptClass
Preoptic Areas,Skin endocrine disorder,4,Region
Interpeduncular nucleus,Alzheimer's Disease,4,Region
Tuberomammillary Nucleus,Spinal Cord Diseases,4,Region
Structure of olfactory bulb,Alzheimer's Disease,4,Region
Structure of middle temporal gyrus,Mesulam Syndrome,4,Region
Cochlear Nerve,Auditory neuropathy spectrum disorder,4,Region
Corpus striatum structure,Basal Ganglia Diseases,4,Region
Brain White Matter,Bipolar Disorder,4,Region
Cerebral cortex,Opitz-Frias syndrome,4,Region
Brain Stem,Virus Diseases,4,Region
Genus Hippocampus,Conjunctival Diseases,4,Region
Orbitofrontal cortex,Autistic Disorder,4,Region
Marginal Sulcus,Recurrent disease,4,Region
Structure of medial preoptic nucleus,Spinal Cord Diseases,4,Region
Structure of rubrospinal tract,Neurodegenerative Disorders,4,Region
Corpus striatum structure,Norrie disease,4,Region
Structure of central sulcus,Timothy syndrome,4,Region
Neostriatum,Leigh Disease,4,Region
Insula of Reil,Obsessive-Compulsive Disorder,4,Region
Substantia nigra structure,Brain Diseases,4,Region
Parietal Lobe,Major Depressive Disorder,4,Region
Pars Compacta,Spinal Cord Diseases,4,Region
Orbitofrontal cortex,Disorders, Mental,4,Region
Tectopontine fibers,Retinal Diseases,4,Region
Nucleus of optic tract,Retinal Diseases,4,Region
Auditory area,Fragile X Syndrome,4,Region
Structure of angular gyrus,Liver diseases,4,Region
Brodmann area 9,cortex bone disorders,4,Region
Structure of lateral globus pallidus,cortex bone disorders,4,Region
Nucleus solitarius,Retinal Diseases,4,Region
BRAIN, HIPPOCAMPUS,Developmental delay (disorder),4,Region
Basal Forebrain,Depressive disorder,4,Region
Right hippocampus,cortex bone disorders,4,Region
Medulla Oblongata,Nose Diseases,4,Region
Lobe, Frontal,Disorders, Mental,4,Region
Genus Hippocampus,Bloom Syndrome,4,Region
Vestibular ganglion,Diseases of inner ear,4,Region
CA3 field,Fetal Alcohol Syndrome,4,Region
Interpeduncular nucleus,Spinal Cord Diseases,4,Region
Structure of olfactory bulb,Niemann-Pick Disease, Type C,4,Region
Neostriatum,Gardner Syndrome,4,Region
Cerebral cortex,CNS disorder,4,Region
Structure of diencephalon,Neurodegenerative Disorders,4,Region
Parietal Lobe,Parkinson Disease,4,Region
Structure of angular gyrus,Neurodegenerative Disorders,4,Region
Temporal Lobe,Shy-Drager Syndrome,4,Region
BRAIN, HIPPOCAMPUS,Stereotypic Movement Disorder,4,Region
Structure of subthalamic nucleus,Impulse Control Disorders,4,Region
Islands of Calleja,cortex bone disorders,4,Region
Genus Hippocampus,Motor Neuron Disease,4,Region
Structure of middle temporal gyrus,Alzheimer's Disease,4,Region
Lateral habenular nucleus,Mood Disorders,4,Region
Medulla Oblongata,Bloom Syndrome,4,Region
Brain Stem,CNS disorder,4,Region
Longitudinal pontine fibers,cortex bone disorders,4,Region
Amygdaloid structure,Sweet Syndrome,4,Region
Structure of thalamic fasciculus,Parkinson Disease,4,Region
Lateral ventricle structure,Prune Belly Syndrome,4,Region
Structure of optic radiation,cortex bone disorders,4,Region
Structure of nucleus gracilis,Liver diseases,4,Region
Posterior Thalamic Nuclei,cortex bone disorders,4,Region
Pontine structure,Functional disorder,4,Region
Motor Cortex,Depressive disorder,4,Region
Prosencephalon,Migraine Disorders,4,Region
Temporal Lobe,Disorder nervous system,4,Region
Structure of terminal stria nuclei of preoptic region,Anxiety Disorders,4,Region
Structure of piriform area,Spinal Cord Diseases,4,Region
Cerebellar tonsil,Fechtner syndrome (disorder),4,Region
Paracentral sulcus,Functional disorder,4,Region
CA1 field,Hodgkin Disease,4,Region
Lateral habenular nucleus,Hamartoma Syndrome, Multiple,4,Region
Structure of suprachiasmatic nucleus,cortex bone disorders,4,Region
Medulla Oblongata,neuropathology disease,4,Region
BRAIN, HIPPOCAMPUS,Stiff-Person Syndrome,4,Region
Neocortex,Disorders, Mental,4,Region
Medial lemniscus,Spinal Cord Diseases,4,Region
Cerebellum,Sensitization (disorder),4,Region
Structure of supramammillary nucleus,Alzheimer's Disease,4,Region
Posterior cerebral commissure,Disease Progression,4,Region
Lateral habenular nucleus,Anxiety Disorders,4,Region
Brain Stem,Dystonia Disorders,4,Region
Cerebral Peduncle,Hamartoma Syndrome, Multiple,4,Region
Paracentral Thalamic Nucleus,Hamartoma Syndrome, Multiple,4,Region
Periventricular white matter,cortex bone disorders,4,Region
BRAIN, HIPPOCAMPUS,Alcohol use disorder,4,Region
Median eminence of hypothalamus,Spinal Cord Diseases,4,Region
BRAIN, HIPPOCAMPUS,Narcolepsy-Cataplexy Syndrome,4,Region
Auditory pathway structure,Diseases of inner ear,4,Region
CA3 field,Van der Woude syndrome,4,Region
Lateral habenular nucleus,Recurrent disease,4,Region
Structure of subthalamic nucleus,Sensitization (disorder),4,Region
Basal Forebrain,Renal glomerular disease,4,Region
Cerebellar cortex structure,Neurotoxicity Syndromes,4,Region
Structure of lateral lemniscus nucleus (body structure),Spinal Cord Diseases,4,Region
BRAIN, HIPPOCAMPUS,Ovarian Diseases,4,Region
Entire hypothalamus,Pituitary Diseases,4,Region
Lateral Dorsal Nucleus,Disorder of pineal gland,4,Region
Structure of suprachiasmatic nucleus,Jet Lag Syndrome,4,Region
Posterior cerebral commissure,Hamartoma Syndrome, Multiple,4,Region
CA1 field,Major Depressive Disorder,4,Region
Planum temporale (PT),Hamartoma Syndrome, Multiple,4,Region
CA1 field,Werner Syndrome,4,Region
Cerebral cortex,Alcohol use disorder,4,Region
Neocortex,Rett Syndrome,4,Region
Orbitofrontal cortex,Bipolar Disorder,4,Region
Brain Stem,Melkersson-Rosenthal Syndrome,4,Region
Motor Cortex,Syndrome,4,Region
Cerebral cortex,Schizoaffective Disorder,4,Region
Cerebral hemisphere structure (body structure),Pituitary Diseases,4,Region
Structure of zona incerta,cortex bone disorders,4,Region
Tegmentum Mesencephali,Parkinson Disease,4,Region
Inferior Colliculus,Lung Diseases, Interstitial,4,Region
Lateral habenular nucleus,Pituitary Diseases,4,Region
Nucleus Accumbens,Hamartoma Syndrome, Multiple,4,Region
Genus Hippocampus,Neurodevelopmental disorder,4,Region
Nucleus, Principal Pretectal,cortex bone disorders,4,Region
Neocortex,Disorder nervous system,4,Region
CA3 field,Li-Fraumeni Syndrome,4,Region
Basal Nucleus of Meynert,Retinal Diseases,4,Region
Brain White Matter,Migraine Disorders,4,Region
Cerebral cortex,Familial Alzheimer Disease (FAD),4,Region
Pyramidal Cells,Hashimoto Disease,4,Region
Medullary pyramid,Spinal Cord Diseases,4,Region
BRAIN, HIPPOCAMPUS,Degenerative disorder,4,Region
Midbrain structure,Huntington Disease,4,Region
Lobe, Frontal,Disorder nervous system,4,Region
Nucleus Accumbens,Mucocutaneous Lymph Node Syndrome,4,Region
Preoptic Areas,Functional disorder,4,Region
Brodmann area 25,Depressive disorder,4,Region
Structure of lateral corticospinal tract,Spinal Cord Diseases,4,Region
Pedunculopontine Tegmental Nucleus,Movement Disorders,4,Region
CA3 field,Rett Syndrome,4,Region
Midbrain structure,Brain Diseases,4,Region
Thalamic structure,Syndrome,4,Region
Structure of choroid plexus,Disorder nervous system,4,Region
Rostrotemporal auditory area,Alzheimer's Disease,4,Region
Cerebellum,Diseases of inner ear,4,Region
Medial Dorsal Nucleus,Down Syndrome,4,Region
Lateral Septal Nucleus,Bloom Syndrome,4,Region
Ventral Tegmental Area,Disease Progression,4,Region
Basal Ganglia,Leigh Disease,4,Region
Parolfactory area structure (body structure),Neurodegenerative Disorders,4,Region
Insula of Reil,Alzheimer's Disease,4,Region
Pallidus Nucleus, Raphe,cortex bone disorders,4,Region
Pontine structure,Migraine Disorders,4,Region
Flocculus,Fechtner syndrome (disorder),4,Region
Cerebellar Nuclei,Hamartoma Syndrome, Multiple,4,Region
Structure of anterior hypothalamic nucleus,Hypertensive disease,4,Region
Structure of capsule of red nucleus,Functional disorder,4,Region
Cingulate Cortex,Spinal Cord Diseases,4,Region
Genus Hippocampus,Kartagener Syndrome,4,Region
Anterodorsal nucleus of thalamus,Metabolic Diseases,4,Region
Cerebral hemisphere structure (body structure),Shy-Drager Syndrome,4,Region
Structure of angular gyrus,Alzheimer's Disease,4,Region
Cerebrum,Neurotoxicity Syndromes,4,Region
Central gray substance of midbrain,Alcohol withdrawal syndrome,4,Region
Prefrontal Cortex,Disorder nervous system,4,Region
Tuberomammillary Nucleus,Alzheimer's Disease,4,Region
Structure of rubrospinal tract,DISORDERS OF THE OPTIC NERVE,4,Region
BRAIN, HIPPOCAMPUS,Myeloproliferative Syndrome, Transient,4,Region
Parietal Lobe,Bipolar Disorder,4,Region
Inner Auditory Hair Cells,Functional disorder,4,Region
Basal Nucleus of Meynert,Disorders, Mental,4,Region
Structure of suprachiasmatic nucleus,Mucocutaneous Lymph Node Syndrome,4,Region
Anterodorsal nucleus of thalamus,Sweet Syndrome,4,Region
paralemniscal gray,Spinal Cord Diseases,4,Region
central amygdalar nucleus,Anxiety Disorders,4,Region
Structure of rubrospinal tract,Neurotoxicity Syndromes,4,Region
Cerebral cortex,Burnett Schwartz Berberian syndrome,4,Region
Brain Stem,Sensorineural hearing loss (disorder),4,Region
CA1 field,Gardner Syndrome,4,Region
Thalamic structure,Cognition Disorders,4,Region
Occipital lobe,Lewy Body Disease,4,Region
Structure of precuneus,Alzheimer's Disease,4,Region
Inferior olivary nucleus,Nail-Patella Syndrome,4,Region
Olfactory tubercle,Neurotoxicity Syndromes,4,Region
Structure of nucleus infundibularis hypothalami,Metabolic Diseases,4,Region
Subthalamic structure,Disorder of pineal gland,4,Region
Nucleus solitarius,Skin endocrine disorder,4,Region
Entire spiral ganglion,Diseases of inner ear,4,Region
Gyrus Cinguli,Functional disorder,4,Region
Motor Cortex,Disorder nervous system,4,Region
Cerebral Ventricles,Meningeal disorder,4,Region
Posterior cerebral commissure,Neurodegenerative Disorders,4,Region
CA2 field,Disorder nervous system,4,Region
Caudate nucleus structure,Spinal Cord Diseases,4,Region
CA2 field,Lewy Body Disease,4,Region
Structure of terminal stria nuclei of preoptic region,Pituitary Diseases,4,Region
Internal capsule of brain,Pervasive Development Disorder,4,Region
Pyramidal Cells,Mood Disorders,4,Region
BRAIN, HIPPOCAMPUS,Borderline Personality Disorder,4,Region
Metencephalon,Disorder nervous system,4,Region
Neostriatum,Basal Ganglia Diseases,4,Region
Structure of dentate gyrus,Van der Woude syndrome,4,Region
Entire tuberomammillary nucleus,Parkinson Disease,4,Region
Nucleus Accumbens,Attention deficit hyperactivity disorder,4,Region
Lobe, Frontal,Motor Neuron Disease,4,Region
Entire pituitary pars tuberalis,Pituitary Diseases,4,Region
Cerebellum,Communicable Diseases,4,Region
Entire Brodmann areas 17 (striate cortex), 18 (parastriate cortex) and 19 (peristriate cortex) of occipital lobe,Functional disorder,4,Region
Purkinje Cells,Kartagener Syndrome,4,Region
Medial Septal Nucleus,Demyelinating Diseases,4,Region
Retinohypothalamic tract,DISORDERS OF THE OPTIC NERVE,4,Region
Nucleus of Ansa Lenticularis,Alzheimer's Disease,4,Region
Structure of angular gyrus,cortex bone disorders,4,Region
Genus Hippocampus,Pick Disease of the Brain,4,Region
Structure of anterior commissure,Depressive disorder,4,Region
Solitary tract,Spinal Cord Diseases,4,Region
Motor Cortex,Rett Syndrome,4,Region
Caudate nucleus structure,Autistic Disorder,4,Region
Structure of paraventricular nucleus of thalamus,Autistic Disorder,4,Region
Substantia nigra structure,Pick Disease of the Brain,4,Region
Anterior Nuclear Group,Marfan Syndrome,4,Region
Brain Stem,Autonomic nervous system disorders,4,Region
Sensorimotor Cortex,Functional disorder,4,Region
Cerebral white matter structure,Spinal Cord Diseases,4,Region
Posterolateral auditory cortex,Hamartoma Syndrome, Multiple,4,Region
Dentatothalamic tract,Alzheimer's Disease,4,Region
Neocortex,Brain Diseases,4,Region
BRAIN, HIPPOCAMPUS,Pancreatic Diseases,4,Region
Structure of angular gyrus,Sensitization (disorder),4,Region
Midbrain structure,Recurrent disease,4,Region
Lateral tuberal nuclei,Huntington Disease,4,Region
Telencephalon,Niemann-Pick Disease, Type C,4,Region
Caudate nucleus structure,Depressive disorder,4,Region
Neostriatum,Renal glomerular disease,4,Region
Hypothalamus, Anterior,Spinal Cord Diseases,4,Region
Insula of Reil,Mild cognitive disorder,4,Region
Cerebellum,Renal glomerular disease,4,Region
Central insular sulcus,Alzheimer's Disease,4,Region
central amygdalar nucleus,Functional disorder,4,Region
Lateral occipitotemporal gyrus,Autistic Disorder,4,Region
Longitudinal pontine fibers,Alzheimer's Disease,4,Region
Entire thalamic reticular nucleus,Disease Progression,4,Region
Lateral Dorsal Nucleus,cortex bone disorders,4,Region
Anterodorsal nucleus of thalamus,Cognition Disorders,4,Region
Cerebral cortex,Mohr-Tranebjaerg syndrome,4,Region
Bundle, Predorsal,Brain Diseases,4,Region
Tectospinal tract of medulla,Hamartoma Syndrome, Multiple,4,Region
Thalamic Nuclei,Functional disorder,4,Region
Superior salivatory nucleus,Salivary Gland Diseases,4,Region
Orbitofrontal cortex,Alcohol use disorder,4,Region
Cerebral hemisphere structure (body structure),Down Syndrome,4,Region
Bundle, Predorsal,Lafora Disease,4,Region
Basal Forebrain,Gilles de la Tourette syndrome,4,Region
Structure of rubrospinal tract,Parkinson Disease,4,Region
Structure of limitans nucleus,Spinal Cord Diseases,4,Region
Nucleus of anterior commissure,Bipolar Disorder,4,Region
Structure of anterior commissure,Bipolar Disorder,4,Region
Marginal Sulcus,Demyelinating Diseases,4,Region
Cerebellum,Obsessive-Compulsive Disorder,4,Region
External capsule,Neurotoxicity Syndromes,4,Region
Inner Auditory Hair Cells,Diseases of inner ear,4,Region
Caudate nucleus structure,Neurotoxicity Syndromes,4,Region
Nucleus Accumbens,Major Depressive Disorder,4,Region
Pituitary cell,Skin endocrine disorder,4,Region
Acoustic nerve,cortex bone disorders,4,Region
Structure of central sulcus,Huntington Disease,4,Region
Cerebral white matter structure,neuropathology disease,4,Region
Hypothalamic structure,Sweet Syndrome,4,Region
Cerebral cortex,Chorea Acanthocytosis Syndrome,4,Region
CA1 field,Rabies (disorder),4,Region
Dorsal Septal Nucleus,Hypoplastic enamel-onycholysis-hypohidrosis syndrome,4,Region
Lateral olfactory striae,cortex bone disorders,4,Region
Posterior cerebral commissure,Spinal Cord Diseases,4,Region
Entire internal capsule of brain,Pervasive Development Disorder,4,Region
Cerebral cortex,Timothy syndrome,4,Region
Somatosensory Cortex,Depressive disorder,4,Region
Cerebellum,motor disorder,4,Region
Structure of ansa lenticularis,Alzheimer's Disease,4,Region
Nucleus Accumbens,Syndrome, Bloch-Sulzberger,4,Region
Inferior frontal gyrus,cortex bone disorders,4,Region
Structure of middle temporal gyrus,Norrie disease,4,Region
Prefrontal Cortex,Cognition Disorders,4,Region
BRAIN, HIPPOCAMPUS,Familial Alzheimer Disease (FAD),4,Region
Cingulate Cortex,Bipolar Disorder,4,Region
Structure of rubrospinal tract,Polycystic Ovary Syndrome,4,Region
Cerebral cortex,Congenital heart disease,4,Region
Structure of dentate gyrus,Recurrent disease,4,Region
Brain Stem,Rett Syndrome,4,Region
BRAIN, HIPPOCAMPUS,Menkes Kinky Hair Syndrome,4,Region
Corpus Callosum,Mild cognitive disorder,4,Region
CA2 field,Down Syndrome,4,Region
Structure of ventromedial hypothalamic nucleus,cortex bone disorders,4,Region
Telencephalon,Disorder of pineal gland,4,Region
Pituitary Gland,Syndrome,4,Region
Visual Cortex,Functional disorder,4,Region
Structure of forceps minor,Depressive disorder,4,Region
Pontine structure,Paramyotonia congenita (disorder),4,Region
Ventral Striatum,Depressive disorder,4,Region
Corpus striatum structure,Psychotic Disorders,4,Region
Medulla Oblongata,Laryngeal Diseases,4,Region
Neostriatum,Psychotic Disorders,4,Region
Pulvinar structure,Alzheimer's Disease,4,Region
Cerebellum,Creutzfeldt-Jakob disease,4,Region
Lateral Dorsal Nucleus,Lafora Disease,4,Region
Caudate nucleus structure,Dyskinetic syndrome,4,Region
CA1 field,Mucocutaneous Lymph Node Syndrome,4,Region
Paratenial Nucleus,Hamartoma Syndrome, Multiple,4,Region
Orbital cortex,Spinal Cord Diseases,4,Region
Reticular formation of pons,Spinal Cord Diseases,4,Region
Temporal Lobe,Retinal Diseases,4,Region
Posterior cerebral commissure,Alzheimer's Disease,4,Region
Bundle, Predorsal,Prune Belly Syndrome,4,Region
Nucleus solitarius,Liver diseases,4,Region
Solitary tract,Depressive disorder,4,Region
Cingulate Cortex,Disorder nervous system,4,Region
Structure of medial globus pallidus,Movement Disorders,4,Region
Superior temporal gyrus,Pervasive Development Disorder,4,Region
Purkinje Cells,Coffin-Siris syndrome,4,Region
Prosencephalon,Lung diseases,4,Region
Medial Dorsal Nucleus,Parkinson Disease,4,Region
Lateral reticular nucleus (medulla),cortex bone disorders,4,Region
Telencephalon,DISORDERS OF THE OPTIC NERVE,4,Region
Structure of nucleus infundibularis hypothalami,Chronic myeloproliferative disorder,4,Region
Cerebellum,Peripheral Arterial Diseases,4,Region
Allocortex,Alzheimer's Disease,4,Region
Cerebral hemisphere structure (body structure),Pick Disease of the Brain,4,Region
Pedunculopontine Tegmental Nucleus,Disease Progression,4,Region
Corpus striatum structure,Leigh Disease,4,Region
Lateral habenular nucleus,Alcohol withdrawal syndrome,4,Region
Brodmann area,Alzheimer's Disease,4,Region
Flocculus,cortex bone disorders,4,Region
Midbrain structure,Hashimoto Disease,4,Region
Structure of lateral mammillary nucleus,Pigment dispersion syndrome (disorder),4,Region
Nucleus Accumbens,Autistic Disorder,4,Region
Cerebral cortex,Bloom Syndrome,4,Region
Globus Pallidus,Shy-Drager Syndrome,4,Region
